Text_Type,Book,Chapter,Window,Mean,StDev,normalised
SN,CS,shareera,23,50.94,38.56,27.10804118
SN,CS,shareera,11,50.95,37.76,27.1210739
SN,CS,shareera,149,50.98,37.93,27.16017203
SN,CS,shareera,682,50.99,43.77,27.17320474
SN,CS,shareera,14,51.02,37.79,27.21230288
SN,CS,shareera,119,51.03,37.96,27.22533559
SN,CS,shareera,450,51.07,45.04,27.27746644
SN,CS,shareera,595,51.07,38.62,27.27746644
SN,CS,shareera,72,51.09,35.86,27.30353186
SN,CS,shareera,787,51.12,42.14,27.34263
SN,CS,shareera,70,51.13,36.25,27.35566271
SN,CS,shareera,212,51.13,37.21,27.35566271
SN,CS,shareera,166,51.15,37.87,27.38172814
SN,CS,shareera,168,51.17,38.57,27.40779356
SN,CS,shareera,75,51.18,35.76,27.42082627
SN,CS,shareera,15,51.19,38.06,27.43385899
SN,CS,shareera,853,51.19,43.77,27.43385899
SN,CS,shareera,223,51.21,37.72,27.45992441
SN,CS,shareera,683,51.22,43.84,27.47295712
SN,CS,shareera,169,51.23,38.55,27.48598983
SN,CS,shareera,737,51.25,39.69,27.51205526
SN,CS,shareera,16,51.28,38.27,27.5511534
SN,CS,shareera,60,51.28,37.67,27.5511534
SN,CS,shareera,653,51.3,41.7,27.57721882
SN,CS,shareera,215,51.31,37.67,27.59025153
SN,CS,shareera,226,51.33,37.7,27.61631696
SN,CS,shareera,734,51.34,37.62,27.62934967
SN,CS,shareera,724,51.36,41.41,27.65541509
SN,CS,shareera,660,51.39,40.88,27.69451323
SN,CS,shareera,69,51.41,36.51,27.72057865
SN,CS,shareera,25,51.43,38.34,27.74664408
SN,CS,shareera,940,51.43,38.61,27.74664408
SN,CS,shareera,211,51.48,37.73,27.81180764
SN,CS,shareera,97,51.49,37.74,27.82484035
SN,CS,shareera,20,51.54,38.7,27.89000391
SN,CS,shareera,214,51.54,37.45,27.89000391
SN,CS,shareera,165,51.55,38.42,27.90303662
SN,CS,shareera,735,51.58,38.4,27.94213476
SN,CS,shareera,792,51.6,43.39,27.96820018
SN,CS,shareera,145,51.61,38.92,27.98123289
SN,CS,shareera,652,51.62,41.33,27.99426561
SN,CS,shareera,687,51.64,44.23,28.02033103
SN,CS,shareera,159,51.68,38.59,28.07246188
SN,CS,shareera,220,51.68,38.36,28.07246188
SN,CS,shareera,656,51.68,43.33,28.07246188
SN,CS,shareera,139,51.7,38.18,28.0985273
SN,CS,shareera,673,51.7,44.69,28.0985273
SN,CS,shareera,71,51.74,36.35,28.15065815
SN,CS,shareera,125,51.79,38.94,28.21582171
SN,CS,shareera,229,51.79,38.42,28.21582171
SN,CS,shareera,58,51.8,38.44,28.22885442
SN,CS,shareera,164,51.8,38.77,28.22885442
SN,CS,shareera,219,51.82,38.25,28.25491985
SN,CS,shareera,224,51.82,38.21,28.25491985
SN,CS,shareera,17,51.84,37.83,28.28098527
SN,CS,shareera,691,51.88,44.57,28.33311612
SN,CS,shareera,142,51.89,38.9,28.34614883
SN,CS,shareera,490,51.89,38.61,28.34614883
SN,CS,shareera,306,51.91,24.49,28.37221426
SN,CS,shareera,59,51.92,38.2,28.38524697
SN,CS,shareera,77,51.92,36.59,28.38524697
SN,CS,shareera,216,51.92,38.26,28.38524697
SN,CS,shareera,137,51.93,38.19,28.39827968
SN,CS,shareera,161,51.93,39.65,28.39827968
SN,CS,shareera,144,51.98,39.22,28.46344324
SN,CS,shareera,225,51.98,38.14,28.46344324
SN,CS,shareera,659,51.99,41.14,28.47647595
SN,CS,shareera,163,52,39.19,28.48950867
SN,CS,shareera,68,52.01,35.87,28.50254138
SN,CS,shareera,96,52.02,37.79,28.51557409
SN,CS,shareera,681,52.02,44.5,28.51557409
SN,CS,shareera,207,52.03,38.58,28.5286068
SN,CS,shareera,13,52.04,38.64,28.54163952
SN,CS,shareera,658,52.04,41.41,28.54163952
SN,CS,shareera,657,52.06,42.2,28.56770494
SN,CS,shareera,140,52.07,38.68,28.58073765
SN,CS,shareera,162,52.08,39.57,28.59377036
SN,CS,shareera,22,52.1,39.48,28.61983579
SN,CS,shareera,27,52.11,38.43,28.6328685
SN,CS,shareera,218,52.2,38.31,28.75016291
SN,CS,shareera,939,52.2,39.43,28.75016291
SN,CS,shareera,26,52.25,38.76,28.81532647
SN,CS,shareera,208,52.27,38.35,28.84139189
SN,CS,shareera,160,52.28,39.58,28.85442461
SN,CS,shareera,12,52.3,38.96,28.88049003
SN,CS,shareera,209,52.3,38.04,28.88049003
SN,CS,shareera,150,52.31,38.18,28.89352274
SN,CS,shareera,192,52.43,39.7,29.04991529
SN,CS,shareera,217,52.43,38.66,29.04991529
SN,CS,shareera,941,52.45,38.74,29.07598071
SN,CS,shareera,130,52.46,38.63,29.08901342
SN,CS,shareera,170,52.49,38.83,29.12811156
SN,CS,shareera,670,52.51,44.7,29.15417698
SN,CS,shareera,7,52.54,36.73,29.19327512
SN,CS,shareera,135,52.55,38.09,29.20630783
SN,CS,shareera,143,52.56,39.09,29.21934054
SN,CS,shareera,8,52.61,37.25,29.28450411
SN,CS,shareera,488,52.61,39.8,29.28450411
SN,CS,shareera,94,52.67,37.56,29.36270038
SN,CS,shareera,152,52.67,38.95,29.36270038
SN,CS,shareera,153,52.67,38.95,29.36270038
SN,CS,shareera,95,52.68,37.77,29.37573309
SN,CS,shareera,78,52.71,36.94,29.41483123
SN,CS,shareera,672,52.71,45.67,29.41483123
SN,CS,shareera,232,52.76,39.62,29.47999479
SN,CS,shareera,684,52.76,44.32,29.47999479
SN,CS,shareera,158,52.77,39.14,29.4930275
SN,CS,shareera,194,52.77,40.02,29.4930275
SN,CS,shareera,685,52.77,43.44,29.4930275
SN,CS,shareera,674,52.83,46.06,29.57122377
SN,CS,shareera,57,52.84,39.05,29.58425648
SN,CS,shareera,195,52.85,40.05,29.5972892
SN,CS,shareera,230,52.87,39.27,29.62335462
SN,CS,shareera,796,52.89,45.24,29.64942004
SN,CS,shareera,206,52.9,39.07,29.66245276
SN,CS,shareera,76,52.91,36.94,29.67548547
SN,CS,shareera,30,52.92,38.71,29.68851818
SN,CS,shareera,935,52.97,41.15,29.75368174
SN,CS,shareera,231,53,39.72,29.79277988
SN,CS,shareera,56,53.05,39.09,29.85794344
SN,CS,shareera,172,53.07,39.33,29.88400886
SN,CS,shareera,210,53.11,38.3,29.93613971
SN,CS,shareera,136,53.12,38.39,29.94917242
SN,CS,shareera,449,53.12,46.7,29.94917242
SN,CS,shareera,257,53.13,39.99,29.96220513
SN,CS,shareera,793,53.13,45.38,29.96220513
SN,CS,shareera,448,53.16,47.14,30.00130327
SN,CS,shareera,936,53.18,41.58,30.0273687
SN,CS,shareera,938,53.19,40.04,30.04040141
SN,CS,shareera,233,53.2,39.9,30.05343412
SN,CS,shareera,193,53.21,40.1,30.06646683
SN,CS,shareera,433,53.21,43.84,30.06646683
SN,CS,shareera,196,53.22,40.18,30.07949954
SN,CS,shareera,228,53.22,38.76,30.07949954
SN,CS,shareera,675,53.22,46.47,30.07949954
SN,CS,shareera,92,53.25,38.2,30.11859768
SN,CS,shareera,91,53.31,38.52,30.19679395
SN,CS,shareera,795,53.33,44.95,30.22285938
SN,CS,shareera,141,53.35,39.49,30.2489248
SN,CS,shareera,86,53.54,38.97,30.49654633
SN,CS,shareera,258,53.54,40.46,30.49654633
SN,CS,shareera,676,53.55,46.47,30.50957904
SN,CS,shareera,277,53.58,39.14,30.54867718
SN,CS,shareera,82,53.59,39.4,30.56170989
SN,CS,shareera,171,53.65,39.59,30.63990616
SN,CS,shareera,173,53.68,39.51,30.6790043
SN,CS,shareera,689,53.68,46.45,30.6790043
SN,CS,shareera,84,53.74,39.24,30.75720057
SN,CS,shareera,157,53.75,39.75,30.77023329
SN,CS,shareera,791,53.77,44.7,30.79629871
SN,CS,shareera,280,53.78,38.75,30.80933142
SN,CS,shareera,623,53.79,38.35,30.82236413
SN,CS,shareera,127,53.8,38.91,30.83539685
SN,CS,shareera,618,53.8,39.65,30.83539685
SN,CS,shareera,284,53.81,38.75,30.84842956
SN,CS,shareera,93,53.89,38.1,30.95269126
SN,CS,shareera,191,53.89,40.43,30.95269126
SN,CS,shareera,256,53.94,40.26,31.01785482
SN,CS,shareera,154,53.96,39.53,31.04392024
SN,CS,shareera,175,53.98,39.63,31.06998566
SN,CS,shareera,794,54.01,45.33,31.1090838
SN,CS,shareera,156,54.05,40.03,31.16121465
SN,CS,shareera,253,54.06,40.62,31.17424736
SN,CS,shareera,235,54.09,40.48,31.2133455
SN,CS,shareera,131,54.11,39.08,31.23941092
SN,CS,shareera,937,54.15,42.34,31.29154177
SN,CS,shareera,176,54.2,39.67,31.35670533
SN,CS,shareera,680,54.21,45.96,31.36973804
SN,CS,shareera,671,54.26,45.87,31.4349016
SN,CS,shareera,87,54.27,39.5,31.44793432
SN,CS,shareera,624,54.29,38.51,31.47399974
SN,CS,shareera,677,54.32,46.51,31.51309788
SN,CS,shareera,255,54.36,40.67,31.56522872
SN,CS,shareera,790,54.37,44.99,31.57826144
SN,CS,shareera,29,54.39,39.11,31.60432686
SN,CS,shareera,205,54.39,39.68,31.60432686
SN,CS,shareera,85,54.41,39.49,31.63039228
SN,CS,shareera,282,54.45,39.07,31.68252313
SN,CS,shareera,79,54.49,38.98,31.73465398
SN,CS,shareera,688,54.52,45.81,31.77375212
SN,CS,shareera,28,54.57,39.41,31.83891568
SN,CS,shareera,263,54.59,40.73,31.8649811
SN,CS,shareera,174,54.61,39.81,31.89104653
SN,CS,shareera,88,54.62,39.14,31.90407924
SN,CS,shareera,250,54.65,40.88,31.94317738
SN,CS,shareera,80,54.67,39.47,31.9692428
SN,CS,shareera,283,54.7,39.46,32.00834094
SN,CS,shareera,437,54.71,44.8,32.02137365
SN,CS,shareera,261,54.72,41.21,32.03440636
SN,CS,shareera,259,54.73,41.26,32.04743907
SN,CS,shareera,90,54.75,39.39,32.0735045
SN,CS,shareera,83,54.77,39.73,32.09956992
SN,CS,shareera,254,54.81,40.95,32.15170077
SN,CS,shareera,234,54.92,40.64,32.2950606
SN,CS,shareera,251,54.95,41.35,32.33415874
SN,CS,shareera,436,54.98,45.37,32.37325687
SN,CS,shareera,278,55.04,39.32,32.45145315
SN,CS,shareera,129,55.06,39.5,32.47751857
SN,CS,shareera,281,55.08,39.04,32.503584
SN,CS,shareera,55,55.09,40.46,32.51661671
SN,CS,shareera,678,55.09,46.59,32.51661671
SN,CS,shareera,447,55.11,48.02,32.54268213
SN,CS,shareera,204,55.12,40.12,32.55571484
SN,CS,shareera,249,55.13,41.19,32.56874756
SN,CS,shareera,852,55.16,47.06,32.60784569
SN,CS,shareera,912,55.21,43.94,32.67300925
SN,CS,shareera,155,55.22,40.67,32.68604197
SN,CS,shareera,203,55.26,40.77,32.73817281
SN,CS,shareera,262,55.26,41.18,32.73817281
SN,CS,shareera,307,55.31,25.09,32.80333637
SN,CS,shareera,247,55.34,41.43,32.84243451
SN,CS,shareera,248,55.34,41.61,32.84243451
SN,CS,shareera,268,55.35,40.52,32.85546722
SN,CS,shareera,593,55.37,42.88,32.88153265
SN,CS,shareera,81,55.38,39.99,32.89456536
SN,CS,shareera,279,55.41,39.61,32.9336635
SN,CS,shareera,197,55.45,41.32,32.98579434
SN,CS,shareera,198,55.46,41.08,32.99882706
SN,CS,shareera,31,55.48,40.29,33.02489248
SN,CS,shareera,439,55.48,44.84,33.02489248
SN,CS,shareera,133,55.49,40.08,33.03792519
SN,CS,shareera,269,55.51,40.24,33.06399062
SN,CS,shareera,246,55.52,41.37,33.07702333
SN,CS,shareera,190,55.62,41.16,33.20735045
SN,CS,shareera,132,55.68,39.76,33.28554672
SN,CS,shareera,733,55.68,38.95,33.28554672
SN,CS,shareera,252,55.69,41.59,33.29857943
SN,CS,shareera,237,55.75,41.28,33.37677571
SN,CS,shareera,89,55.8,39.56,33.44193927
SN,CS,shareera,911,55.86,44.16,33.52013554
SN,CS,shareera,199,55.91,40.84,33.5852991
SN,CS,shareera,134,55.98,40.04,33.67652809
SN,CS,shareera,178,55.98,40.75,33.67652809
SN,CS,shareera,276,55.98,39.67,33.67652809
SN,CS,shareera,241,56.01,40.95,33.71562622
SN,CS,shareera,438,56.04,46.39,33.75472436
SN,CS,shareera,54,56.05,41.35,33.76775707
SN,CS,shareera,126,56.2,40.76,33.96324775
SN,CS,shareera,239,56.25,41.12,34.02841131
SN,CS,shareera,851,56.26,47.84,34.04144402
SN,CS,shareera,267,56.27,41.04,34.05447674
SN,CS,shareera,260,56.28,41.96,34.06750945
SN,CS,shareera,236,56.42,41.63,34.24996742
SN,CS,shareera,621,56.42,41.06,34.24996742
SN,CS,shareera,128,56.46,39.69,34.30209827
SN,CS,shareera,270,56.46,40.35,34.30209827
SN,CS,shareera,435,56.52,46.68,34.38029454
SN,CS,shareera,679,56.61,47.43,34.49758895
SN,CS,shareera,910,56.64,44.56,34.53668708
SN,CS,shareera,180,56.67,41.38,34.57578522
SN,CS,shareera,53,56.68,42.36,34.58881793
SN,CS,shareera,240,56.72,41.27,34.64094878
SN,CS,shareera,620,56.81,41.51,34.75824319
SN,CS,shareera,440,56.84,45.72,34.79734133
SN,CS,shareera,47,56.86,41.7,34.82340675
SN,CS,shareera,179,56.86,41.49,34.82340675
SN,CS,shareera,32,56.98,40.7,34.9797993
SN,CS,shareera,264,57,41.43,35.00586472
SN,CS,shareera,200,57.03,41.28,35.04496286
SN,CS,shareera,51,57.05,42.48,35.07102828
SN,CS,shareera,46,57.08,41.74,35.11012642
SN,CS,shareera,271,57.09,40.74,35.12315913
SN,CS,shareera,245,57.11,41.9,35.14922455
SN,CS,shareera,202,57.12,41.18,35.16225727
SN,CS,shareera,189,57.14,41.71,35.18832269
SN,CS,shareera,594,57.2,43.79,35.26651896
SN,CS,shareera,442,57.3,48.35,35.39684608
SN,CS,shareera,622,57.3,41.04,35.39684608
SN,CS,shareera,619,57.31,41.91,35.4098788
SN,CS,shareera,915,57.32,47.18,35.42291151
SN,CS,shareera,434,57.35,48.41,35.46200964
SN,CS,shareera,913,57.35,46.8,35.46200964
SN,CS,shareera,201,57.36,41.7,35.47504236
SN,CS,shareera,446,57.38,49.89,35.50110778
SN,CS,shareera,725,57.41,45.01,35.54020592
SN,CS,shareera,242,57.42,41.7,35.55323863
SN,CS,shareera,441,57.54,47.4,35.70963117
SN,CS,shareera,265,57.55,41.9,35.72266389
SN,CS,shareera,266,57.55,41.9,35.72266389
SN,CS,shareera,275,57.61,40.51,35.80086016
SN,CS,shareera,308,57.61,24.96,35.80086016
SN,CS,shareera,181,57.72,41.82,35.94421999
SN,CS,shareera,916,57.74,48,35.97028542
SN,CS,shareera,914,57.76,47.57,35.99635084
SN,CS,shareera,244,57.8,42.22,36.04848169
SN,CS,shareera,37,57.84,40.97,36.10061254
SN,CS,shareera,177,57.87,41.43,36.13971067
SN,CS,shareera,274,58,40.46,36.30913593
SN,CS,shareera,243,58.02,42.18,36.33520136
SN,CS,shareera,183,58.14,41.87,36.4915939
SN,CS,shareera,921,58.14,47.61,36.4915939
SN,CS,shareera,273,58.16,40.79,36.51765932
SN,CS,shareera,34,58.28,41.34,36.67405187
SN,CS,shareera,445,58.28,51,36.67405187
SN,CS,shareera,35,58.4,41.44,36.83044442
SN,CS,shareera,52,58.41,42.82,36.84347713
SN,CS,shareera,38,58.45,41.85,36.89560798
SN,CS,shareera,919,58.51,48.22,36.97380425
SN,CS,shareera,48,58.57,43.06,37.05200052
SN,CS,shareera,272,58.57,41.49,37.05200052
SN,CS,shareera,45,58.61,41.87,37.10413137
SN,CS,shareera,182,58.69,42.05,37.20839307
SN,CS,shareera,920,58.7,48.19,37.22142578
SN,CS,shareera,186,58.8,41.78,37.3517529
SN,CS,shareera,922,58.8,48.34,37.3517529
SN,CS,shareera,39,58.93,42.01,37.52117816
SN,CS,shareera,185,58.98,41.9,37.58634172
SN,CS,shareera,40,59.02,42.43,37.63847257
SN,CS,shareera,33,59.03,41.35,37.65150528
SN,CS,shareera,36,59.08,41.94,37.71666884
SN,CS,shareera,41,59.33,41.76,38.04248664
SN,CS,shareera,726,59.49,45.06,38.25101004
SN,CS,shareera,184,59.51,42.17,38.27707546
SN,CS,shareera,44,59.7,42.13,38.52469699
SN,CS,shareera,187,59.75,42.5,38.58986055
SN,CS,shareera,238,59.8,42.76,38.65502411
SN,CS,shareera,188,59.82,42.44,38.68108953
SN,CS,shareera,309,59.85,24.94,38.72018767
SN,CS,shareera,50,59.87,43.65,38.7462531
SN,CS,shareera,443,60,51.68,38.91567835
SN,CS,shareera,850,60.04,51.31,38.9678092
SN,CS,shareera,49,60.1,43.81,39.04600547
SN,CS,shareera,918,60.23,49.98,39.21543073
SN,CS,shareera,444,60.52,52.08,39.59337938
SN,CS,shareera,917,61.18,50.15,40.45353838
SN,CS,shareera,799,61.49,52.31,40.85755246
SN,CS,shareera,42,61.54,42.76,40.92271602
SN,CS,shareera,923,61.59,50.53,40.98787958
SN,CS,shareera,798,61.65,52.32,41.06607585
SN,CS,shareera,43,61.66,42.93,41.07910856
SN,CS,shareera,924,61.76,52.02,41.20943568
SN,CS,shareera,800,61.97,51.92,41.48312264
SN,CS,shareera,849,62.3,53.08,41.91320214
SN,CS,shareera,732,62.34,42.99,41.96533299
SN,CS,shareera,801,62.67,52.18,42.39541249
SN,CS,shareera,730,62.8,43.57,42.56483774
SN,CS,shareera,847,62.83,53.76,42.60393588
SN,CS,shareera,731,62.92,43.27,42.72123029
SN,CS,shareera,727,62.98,46.15,42.79942656
SN,CS,shareera,925,63.19,52.64,43.07311351
SN,CS,shareera,310,63.26,27.54,43.1643425
SN,CS,shareera,797,63.37,53.83,43.30770233
SN,CS,shareera,933,63.54,51.66,43.52925844
SN,CS,shareera,932,63.63,51.21,43.64655285
SN,CS,shareera,931,63.95,51.88,44.06359964
SN,CS,shareera,728,64.25,45.7,44.454581
SN,CS,shareera,848,64.42,54.7,44.6761371
SN,CS,shareera,846,64.46,55.03,44.72826795
SN,CS,shareera,802,64.5,54.06,44.7803988
SN,CS,shareera,729,64.55,46.12,44.84556236
SN,CS,shareera,843,64.97,54.49,45.39293627
SN,CS,shareera,805,65.2,54.94,45.69268865
SN,CS,shareera,934,65.64,53.2,46.26612798
SN,CS,shareera,803,65.79,54.59,46.46161866
SN,CS,shareera,845,66.19,55.28,46.98292715
SN,CS,shareera,927,66.21,53.98,47.00899257
SN,CS,shareera,385,66.33,33.67,47.16538512
SN,CS,shareera,926,66.6,54.6,47.51726834
SN,CS,shareera,804,66.73,55.06,47.6866936
SN,CS,shareera,822,67,52.63,48.03857683
SN,CS,shareera,806,67.07,56.37,48.12980581
SN,CS,shareera,807,67.07,55.96,48.12980581
SN,CS,shareera,827,67.6,54.71,48.82053955
SN,CS,shareera,823,67.79,52.68,49.06816108
SN,CS,shareera,825,68.04,52.61,49.39397889
SN,CS,shareera,824,68.33,52.73,49.77192754
SN,CS,shareera,844,68.58,56.56,50.09774534
SN,CS,shareera,928,68.75,54.75,50.31930145
SN,CS,shareera,842,68.93,57.11,50.55389026
SN,CS,shareera,930,69.58,55.98,51.40101655
SN,CS,shareera,826,69.68,55.35,51.53134367
SN,CS,shareera,929,70.44,55.77,52.52182979
SN,CS,shareera,816,70.71,57.36,52.87371302
SN,CS,shareera,810,70.75,59.09,52.92584387
SN,CS,shareera,811,70.88,59.44,53.09526913
SN,CS,shareera,815,71.02,58.12,53.2777271
SN,CS,shareera,833,71.2,57.76,53.51231591
SN,CS,shareera,809,71.32,58.52,53.66870846
SN,CS,shareera,840,71.54,59.31,53.95542812
SN,CS,shareera,841,71.88,59.45,54.39854034
SN,CS,shareera,828,71.98,59.08,54.52886746
SN,CS,shareera,384,72.24,37.08,54.86771797
SN,CS,shareera,817,72.54,59.4,55.25869934
SN,CS,shareera,837,72.69,58.79,55.45419002
SN,CS,shareera,311,72.76,33.03,55.545419
SN,CS,shareera,812,72.78,60.05,55.57148443
SN,CS,shareera,839,72.83,60.41,55.63664799
SN,CS,shareera,819,73.13,58.56,56.02762935
SN,CS,shareera,808,73.28,59.93,56.22312003
SN,CS,shareera,838,73.7,59.79,56.77049394
SN,CS,shareera,829,73.84,60.04,56.95295191
SN,CS,shareera,818,73.89,59.06,57.01811547
SN,CS,shareera,820,74.87,59.45,58.29532126
SN,CS,shareera,831,75.23,60.29,58.76449889
SN,CS,shareera,836,75.67,61.05,59.33793822
SN,CS,shareera,814,76.03,62.01,59.80711586
SN,CS,shareera,813,76.53,61.94,60.45875147
SN,CS,shareera,821,76.56,59.81,60.4978496
SN,CS,shareera,830,77.06,61.51,61.14948521
SN,CS,shareera,832,77.96,62.71,62.3224293
SN,CS,shareera,834,78.09,62.45,62.49185455
SN,CS,shareera,312,78.71,35.03,63.29988271
SN,CS,shareera,383,79.69,40.45,64.57708849
SN,CS,shareera,835,80.17,63.8,65.20265867
SN,CS,shareera,313,85.43,37.79,72.05786524
SN,CS,shareera,320,88.93,40.7,76.61931448
SN,CS,shareera,324,89.85,40.11,77.81832399
SN,CS,shareera,319,90.31,41.17,78.41782875
SN,CS,shareera,321,90.39,41.16,78.52209045
SN,CS,shareera,325,90.4,40.06,78.53512316
SN,CS,shareera,322,90.5,40.91,78.66545028
SN,CS,shareera,382,90.62,43.76,78.82184283
SN,CS,shareera,315,90.65,40.66,78.86094096
SN,CS,shareera,316,90.65,40.66,78.86094096
SN,CS,shareera,323,90.73,40.65,78.96520266
SN,CS,shareera,318,91.78,41.65,80.33363743
SN,CS,shareera,317,91.88,41.4,80.46396455
SN,CS,shareera,381,92.03,44.17,80.65945523
SN,CS,shareera,380,92.07,43.98,80.71158608
SN,CS,shareera,314,92.1,40.92,80.75068422
SN,CS,shareera,336,92.22,41.35,80.90707676
SN,CS,shareera,334,92.38,41.56,81.11560016
SN,CS,shareera,335,92.38,41.56,81.11560016
SN,CS,shareera,333,93.69,41.81,82.82288544
SN,CS,shareera,332,93.8,41.57,82.96624528
SN,CS,shareera,337,94.11,41.77,83.37025935
SN,CS,shareera,326,94.76,41.84,84.21738564
SN,CS,shareera,328,95.11,42.05,84.67353056
SN,CS,shareera,327,95.35,41.79,84.98631565
SN,CS,shareera,331,95.35,41.79,84.98631565
SN,CS,shareera,338,95.55,41.91,85.24696989
SN,CS,shareera,339,95.55,41.91,85.24696989
SN,CS,shareera,340,95.55,41.91,85.24696989
SN,CS,shareera,342,95.79,41.66,85.55975499
SN,CS,shareera,379,95.89,44.8,85.69008211
SN,CS,shareera,343,96.13,41.39,86.0028672
SN,CS,shareera,329,96.63,42.53,86.6545028
SN,CS,shareera,330,96.87,42.28,86.96728789
SN,CS,shareera,347,97,41.91,87.13671315
SN,CS,shareera,341,97.21,42.15,87.4104001
SN,CS,shareera,378,97.46,45.26,87.73621791
SN,CS,shareera,348,97.59,42.62,87.90564316
SN,CS,shareera,377,97.75,44.81,88.11416656
SN,CS,shareera,344,98.08,41.59,88.54424606
SN,CS,shareera,349,98.69,43.09,89.3392415
SN,CS,shareera,345,98.93,42.11,89.65202659
SN,CS,shareera,346,98.93,42.11,89.65202659
SN,CS,shareera,376,99.46,45.17,90.34276033
SN,CS,shareera,350,99.87,43.65,90.87710152
SN,CS,shareera,375,99.91,44.72,90.92923237
SN,CS,shareera,351,100.25,43.35,91.37234458
SN,CS,shareera,374,101.32,45.47,92.76684478
SN,CS,shareera,371,101.35,45.54,92.80594292
SN,CS,shareera,372,101.35,45.54,92.80594292
SN,CS,shareera,373,101.6,45.27,93.13176072
SN,CS,shareera,352,102.05,43.76,93.71823276
SN,CS,shareera,354,102.46,43.5,94.25257396
SN,CS,shareera,353,102.49,43.47,94.2916721
SN,CS,shareera,370,103.29,45.78,95.33428907
SN,CS,shareera,366,103.74,45.39,95.92076111
SN,CS,shareera,363,103.75,45.43,95.93379382
SN,CS,shareera,364,103.75,45.43,95.93379382
SN,CS,shareera,365,103.75,45.43,95.93379382
SN,CS,shareera,355,103.89,44.06,96.11625179
SN,CS,shareera,356,103.89,44.06,96.11625179
SN,CS,shareera,362,104.45,44.96,96.84608367
SN,CS,shareera,358,105.15,44.69,97.75837352
SN,CS,shareera,369,105.16,46.37,97.77140623
SN,CS,shareera,368,105.25,46.22,97.88870064
SN,CS,shareera,357,105.45,44.59,98.14935488
SN,CS,shareera,367,105.59,45.93,98.33181285
SN,CS,shareera,361,106.44,45.41,99.43959338
SN,CS,shareera,360,106.66,45.33,99.72631305
SN,CS,shareera,359,106.87,45.21,100
