Text_Type,Book,Chapter,Window,Mean,StDev,nomalised
SN,CS,siddi,101,38.09,22.08,13.77345515
SN,CS,siddi,914,38.18,39.53,13.86187248
SN,CS,siddi,1097,38.2,24.25,13.88152078
SN,CS,siddi,1071,38.27,22.69,13.95028981
SN,CS,siddi,155,38.35,20.88,14.02888299
SN,CS,siddi,915,38.62,40.13,14.29413498
SN,CS,siddi,1256,38.69,21.23,14.36290402
SN,CS,siddi,913,38.77,39.82,14.4414972
SN,CS,siddi,1072,38.87,23.83,14.53973868
SN,CS,siddi,916,38.95,39.6,14.61833186
SN,CS,siddi,1096,39.49,24.79,15.14883584
SN,CS,siddi,280,39.53,23,15.18813243
SN,CS,siddi,829,39.56,25.8,15.21760487
SN,CS,siddi,1073,39.74,24.73,15.39443953
SN,CS,siddi,1257,39.84,21.42,15.49268101
SN,CS,siddi,99,39.96,22.9,15.61057078
SN,CS,siddi,109,40.18,24.96,15.82670203
SN,CS,siddi,145,40.24,20.02,15.88564692
SN,CS,siddi,1165,40.29,20.25,15.93476766
SN,CS,siddi,1075,40.47,23.96,16.11160232
SN,CS,siddi,1325,40.49,27.16,16.13125061
SN,CS,siddi,1074,40.58,24.09,16.21966794
SN,CS,siddi,1236,40.7,13.01,16.33755772
SN,CS,siddi,156,40.74,21.87,16.37685431
SN,CS,siddi,1258,40.88,22.99,16.51439238
SN,CS,siddi,855,40.95,23.58,16.58316141
SN,CS,siddi,279,41.98,24.36,17.59504863
SN,CS,siddi,1076,42.02,24.78,17.63434522
SN,CS,siddi,1259,42.12,24.04,17.7325867
SN,CS,siddi,98,42.13,23.82,17.74241085
SN,CS,siddi,144,42.56,20.14,18.1648492
SN,CS,siddi,278,42.79,24.9,18.3908046
SN,CS,siddi,1095,42.79,24.39,18.3908046
SN,CS,siddi,97,42.96,23.98,18.55781511
SN,CS,siddi,1235,43,13.04,18.5971117
SN,CS,siddi,1324,43.43,27.44,19.01955005
SN,CS,siddi,1166,43.44,19.9,19.0293742
SN,CS,siddi,143,43.6,20.19,19.18656057
SN,CS,siddi,854,43.74,23.37,19.32409863
SN,CS,siddi,1077,43.88,24.23,19.4616367
SN,CS,siddi,1078,44.08,25.19,19.65811966
SN,CS,siddi,830,44.1,26.35,19.67776795
SN,CS,siddi,1260,44.25,24.53,19.82513017
SN,CS,siddi,110,44.45,25.83,20.02161313
SN,CS,siddi,1094,44.47,24.89,20.04126142
SN,CS,siddi,157,44.51,23.12,20.08055801
SN,CS,siddi,1093,44.72,24.88,20.28686511
SN,CS,siddi,96,44.78,24.6,20.34581
SN,CS,siddi,1261,45.82,25.16,21.36752137
SN,CS,siddi,1092,46.32,24.93,21.85872876
SN,CS,siddi,158,46.63,24.02,22.16327734
SN,CS,siddi,111,46.72,26.67,22.25169467
SN,CS,siddi,277,46.86,26.66,22.38923273
SN,CS,siddi,1234,47.06,13.51,22.58571569
SN,CS,siddi,1323,47.2,28.22,22.72325376
SN,CS,siddi,1079,47.24,25.01,22.76255035
SN,CS,siddi,142,47.66,22.91,23.17516455
SN,CS,siddi,95,47.72,26.51,23.23410944
SN,CS,siddi,853,48.17,23.89,23.67619609
SN,CS,siddi,1091,48.62,24.44,24.11828274
SN,CS,siddi,1233,48.88,13.23,24.37371058
SN,CS,siddi,1167,49.11,19.66,24.59966598
SN,CS,siddi,1321,49.41,29.32,24.89439041
SN,CS,siddi,1080,49.81,24.78,25.28735632
SN,CS,siddi,1262,50.02,26,25.49366342
SN,CS,siddi,276,50.03,27.97,25.50348757
SN,CS,siddi,1322,50.04,29.06,25.51331172
SN,CS,siddi,1090,50.08,25.42,25.55260831
SN,CS,siddi,94,50.35,28.2,25.8178603
SN,CS,siddi,852,50.35,24.6,25.8178603
SN,CS,siddi,141,51,23.65,26.4564299
SN,CS,siddi,93,51.07,28.52,26.52519894
SN,CS,siddi,1084,51.12,23.77,26.57431968
SN,CS,siddi,831,51.19,26.14,26.64308871
SN,CS,siddi,275,51.28,28.38,26.73150604
SN,CS,siddi,1083,51.79,24.57,27.23253758
SN,CS,siddi,1085,52.34,23.54,27.7728657
SN,CS,siddi,851,52.53,25.6,27.95952451
SN,CS,siddi,1320,52.71,29.35,28.13635917
SN,CS,siddi,1088,52.77,24.61,28.19530406
SN,CS,siddi,850,52.84,24.73,28.26407309
SN,CS,siddi,1089,52.89,24.79,28.31319383
SN,CS,siddi,1232,53.09,13.42,28.50967679
SN,CS,siddi,1168,53.31,18.39,28.72580804
SN,CS,siddi,188,53.7,30.25,29.1089498
SN,CS,siddi,1086,53.86,24.28,29.26613616
SN,CS,siddi,1319,54.09,29.85,29.49209156
SN,CS,siddi,1263,54.19,27.38,29.59033304
SN,CS,siddi,849,54.29,25.02,29.68857452
SN,CS,siddi,187,54.33,30.61,29.72787111
SN,CS,siddi,189,54.33,30.61,29.72787111
SN,CS,siddi,1082,54.38,25.5,29.77699185
SN,CS,siddi,1,54.52,28.61,29.91452991
SN,CS,siddi,1081,54.59,25.11,29.98329895
SN,CS,siddi,193,54.79,30.7,30.1797819
SN,CS,siddi,848,55.05,26.04,30.43520975
SN,CS,siddi,185,55.18,30.92,30.56292367
SN,CS,siddi,186,55.18,30.92,30.56292367
SN,CS,siddi,832,55.32,26.31,30.70046173
SN,CS,siddi,192,55.43,30.91,30.80852736
SN,CS,siddi,112,55.5,28.78,30.87729639
SN,CS,siddi,1087,55.61,23.45,30.98536202
SN,CS,siddi,190,55.67,31.18,31.04430691
SN,CS,siddi,159,55.87,29.33,31.24078986
SN,CS,siddi,198,55.93,31.3,31.29973475
SN,CS,siddi,184,56.09,31.32,31.45692111
SN,CS,siddi,196,56.11,31.22,31.47656941
SN,CS,siddi,191,56.12,31.28,31.48639356
SN,CS,siddi,194,56.12,31.28,31.48639356
SN,CS,siddi,180,56.35,31.37,31.71234895
SN,CS,siddi,274,56.4,31.24,31.76146969
SN,CS,siddi,181,56.45,31.46,31.81059043
SN,CS,siddi,197,56.57,31.51,31.9284802
SN,CS,siddi,201,56.61,31.58,31.9677768
SN,CS,siddi,202,56.62,31.51,31.97760094
SN,CS,siddi,203,56.62,31.51,31.97760094
SN,CS,siddi,182,56.78,31.54,32.13478731
SN,CS,siddi,183,56.78,31.54,32.13478731
SN,CS,siddi,199,56.89,31.71,32.24285293
SN,CS,siddi,1169,56.89,17.53,32.24285293
SN,CS,siddi,200,57.26,31.79,32.6063464
SN,CS,siddi,179,57.36,31.8,32.70458788
SN,CS,siddi,1318,57.6,30.83,32.94036742
SN,CS,siddi,195,57.7,31.84,33.0386089
SN,CS,siddi,1231,57.75,14.1,33.08772964
SN,CS,siddi,140,57.87,23.21,33.20561941
SN,CS,siddi,846,58.2,27.01,33.52981629
SN,CS,siddi,847,58.3,26.53,33.62805777
SN,CS,siddi,204,58.41,32.16,33.73612339
SN,CS,siddi,90,58.57,32.25,33.89330976
SN,CS,siddi,2,58.59,30.73,33.91295805
SN,CS,siddi,177,58.64,32.33,33.96207879
SN,CS,siddi,205,59.05,32.52,34.36486885
SN,CS,siddi,178,59.09,32.46,34.40416544
SN,CS,siddi,176,59.16,32.51,34.47293447
SN,CS,siddi,88,59.22,32.6,34.53187936
SN,CS,siddi,91,59.38,32.64,34.68906572
SN,CS,siddi,92,59.38,32.64,34.68906572
SN,CS,siddi,87,59.5,32.8,34.8069555
SN,CS,siddi,89,59.56,32.67,34.86590038
SN,CS,siddi,170,59.6,32.51,34.90519697
SN,CS,siddi,833,59.6,27.3,34.90519697
SN,CS,siddi,173,59.62,32.63,34.92484527
SN,CS,siddi,175,59.62,32.63,34.92484527
SN,CS,siddi,174,59.69,32.71,34.9936143
SN,CS,siddi,171,59.72,32.54,35.02308675
SN,CS,siddi,172,59.72,32.54,35.02308675
SN,CS,siddi,169,59.82,31.96,35.12132822
SN,CS,siddi,206,59.94,32.92,35.239218
SN,CS,siddi,79,60,32.81,35.29816288
SN,CS,siddi,1317,60.06,31.79,35.35710777
SN,CS,siddi,82,60.08,32.95,35.37675607
SN,CS,siddi,85,60.17,33.07,35.4651734
SN,CS,siddi,86,60.17,33.07,35.4651734
SN,CS,siddi,845,60.29,27.04,35.58306317
SN,CS,siddi,207,60.39,33.05,35.68130465
SN,CS,siddi,78,60.59,32.92,35.8777876
SN,CS,siddi,168,60.77,32.39,36.05462226
SN,CS,siddi,80,61.08,33.26,36.35917084
SN,CS,siddi,83,61.18,33.4,36.45741232
SN,CS,siddi,84,61.18,33.4,36.45741232
SN,CS,siddi,81,61.2,33.34,36.47706061
SN,CS,siddi,1316,61.23,31.16,36.50653306
SN,CS,siddi,1170,61.42,16.96,36.69319187
SN,CS,siddi,1230,61.51,15.49,36.7816092
SN,CS,siddi,167,61.54,32.48,36.81108164
SN,CS,siddi,161,61.59,32.22,36.86020238
SN,CS,siddi,113,61.77,29.92,37.03703704
SN,CS,siddi,160,61.81,32.62,37.07633363
SN,CS,siddi,4,61.86,32.96,37.12545437
SN,CS,siddi,844,61.93,27.73,37.1942234
SN,CS,siddi,220,61.98,33.44,37.24334414
SN,CS,siddi,162,62.03,32.36,37.29246488
SN,CS,siddi,164,62.03,32.36,37.29246488
SN,CS,siddi,165,62.03,32.36,37.29246488
SN,CS,siddi,166,62.03,32.36,37.29246488
SN,CS,siddi,56,62.05,33.35,37.31211317
SN,CS,siddi,208,62.07,33.61,37.33176147
SN,CS,siddi,77,62.1,33.56,37.36123391
SN,CS,siddi,22,62.37,33.59,37.6264859
SN,CS,siddi,221,62.46,33.65,37.71490323
SN,CS,siddi,222,62.46,33.65,37.71490323
SN,CS,siddi,6,62.51,33.08,37.76402397
SN,CS,siddi,209,62.65,33.96,37.90156204
SN,CS,siddi,272,62.65,33.6,37.90156204
SN,CS,siddi,24,62.67,33.59,37.92121034
SN,CS,siddi,76,62.71,33.77,37.96050693
SN,CS,siddi,55,62.79,33.58,38.03910011
SN,CS,siddi,13,62.82,33.28,38.06857255
SN,CS,siddi,14,62.82,33.28,38.06857255
SN,CS,siddi,21,62.84,33.96,38.08822085
SN,CS,siddi,3,62.97,33.3,38.21593477
SN,CS,siddi,7,62.97,33.3,38.21593477
SN,CS,siddi,23,62.97,33.8,38.21593477
SN,CS,siddi,163,63.06,32.81,38.3043521
SN,CS,siddi,273,63.13,33.72,38.37312113
SN,CS,siddi,843,63.14,28.28,38.38294528
SN,CS,siddi,5,63.22,33.45,38.46153846
SN,CS,siddi,264,63.22,33.99,38.46153846
SN,CS,siddi,265,63.22,33.99,38.46153846
SN,CS,siddi,212,63.32,34.22,38.55977994
SN,CS,siddi,12,63.34,33.61,38.57942823
SN,CS,siddi,75,63.36,33.99,38.59907653
SN,CS,siddi,257,63.37,34.25,38.60890068
SN,CS,siddi,19,63.39,34.03,38.62854897
SN,CS,siddi,20,63.39,34.03,38.62854897
SN,CS,siddi,216,63.51,34.17,38.74643875
SN,CS,siddi,9,63.52,33.53,38.75626289
SN,CS,siddi,261,63.56,34.06,38.79555949
SN,CS,siddi,15,63.59,33.39,38.82503193
SN,CS,siddi,17,63.59,33.39,38.82503193
SN,CS,siddi,74,63.65,33.86,38.88397682
SN,CS,siddi,263,63.66,34.18,38.89380096
SN,CS,siddi,53,63.67,33.99,38.90362511
SN,CS,siddi,54,63.67,33.99,38.90362511
SN,CS,siddi,268,63.68,34.13,38.91344926
SN,CS,siddi,219,63.7,34.07,38.93309755
SN,CS,siddi,8,63.71,33.67,38.9429217
SN,CS,siddi,25,63.81,34.06,39.04116318
SN,CS,siddi,57,63.86,33.97,39.09028392
SN,CS,siddi,211,63.91,34.43,39.13940466
SN,CS,siddi,10,63.99,33.74,39.21799784
SN,CS,siddi,223,64.08,34.3,39.30641517
SN,CS,siddi,271,64.1,34.08,39.32606346
SN,CS,siddi,262,64.13,34.37,39.35553591
SN,CS,siddi,217,64.16,34.42,39.38500835
SN,CS,siddi,218,64.16,34.42,39.38500835
SN,CS,siddi,18,64.21,34.11,39.43412909
SN,CS,siddi,259,64.24,34.47,39.46360153
SN,CS,siddi,225,64.39,34.12,39.61096375
SN,CS,siddi,270,64.46,34.26,39.67973278
SN,CS,siddi,72,64.48,33.94,39.69938108
SN,CS,siddi,210,64.51,34.56,39.72885352
SN,CS,siddi,52,64.57,34.12,39.78779841
SN,CS,siddi,58,64.58,34.07,39.79762256
SN,CS,siddi,59,64.58,34.07,39.79762256
SN,CS,siddi,61,64.58,34.07,39.79762256
SN,CS,siddi,62,64.58,34.07,39.79762256
SN,CS,siddi,258,64.64,34.7,39.85656744
SN,CS,siddi,1229,64.67,15.78,39.88603989
SN,CS,siddi,235,64.72,33.52,39.93516062
SN,CS,siddi,269,64.74,34.43,39.95480892
SN,CS,siddi,26,64.79,34.61,40.00392966
SN,CS,siddi,63,64.79,34.26,40.00392966
SN,CS,siddi,1315,64.79,31.79,40.00392966
SN,CS,siddi,215,64.8,34.48,40.01375381
SN,CS,siddi,253,64.88,34.8,40.09234699
SN,CS,siddi,254,64.88,34.8,40.09234699
SN,CS,siddi,224,64.9,34.32,40.11199528
SN,CS,siddi,842,64.91,28.04,40.12181943
SN,CS,siddi,1264,64.94,29.49,40.15129188
SN,CS,siddi,239,65.03,34.02,40.23970921
SN,CS,siddi,240,65.03,34.02,40.23970921
SN,CS,siddi,255,65.05,34.86,40.2593575
SN,CS,siddi,266,65.05,34.58,40.2593575
SN,CS,siddi,34,65.12,34.32,40.32812654
SN,CS,siddi,35,65.12,34.32,40.32812654
SN,CS,siddi,267,65.15,34.62,40.35759898
SN,CS,siddi,73,65.21,34.17,40.41654386
SN,CS,siddi,213,65.25,34.83,40.45584046
SN,CS,siddi,64,65.28,34.51,40.4853129
SN,CS,siddi,1171,65.38,16.48,40.58355438
SN,CS,siddi,256,65.4,34.93,40.60320267
SN,CS,siddi,16,65.45,34.09,40.65232341
SN,CS,siddi,67,65.45,34.54,40.65232341
SN,CS,siddi,241,65.54,34.22,40.74074074
SN,CS,siddi,260,65.55,34.73,40.75056489
SN,CS,siddi,71,65.6,34.4,40.79968563
SN,CS,siddi,238,65.74,34.13,40.9372237
SN,CS,siddi,11,65.77,34.4,40.96669614
SN,CS,siddi,41,65.8,34.49,40.99616858
SN,CS,siddi,233,65.87,34.17,41.06493762
SN,CS,siddi,114,65.96,29.74,41.15335495
SN,CS,siddi,214,65.97,34.94,41.16317909
SN,CS,siddi,33,66.05,34.39,41.24177228
SN,CS,siddi,242,66.09,34.43,41.28106887
SN,CS,siddi,36,66.22,34.37,41.40878279
SN,CS,siddi,252,66.28,35.23,41.46772767
SN,CS,siddi,1265,66.42,29.03,41.60526574
SN,CS,siddi,226,66.51,34.65,41.69368307
SN,CS,siddi,48,66.53,35.16,41.71333137
SN,CS,siddi,51,66.53,34.67,41.71333137
SN,CS,siddi,68,66.54,34.99,41.72315552
SN,CS,siddi,1314,66.54,32.49,41.72315552
SN,CS,siddi,60,66.56,34.56,41.74280381
SN,CS,siddi,234,66.57,34.23,41.75262796
SN,CS,siddi,236,66.57,34.23,41.75262796
SN,CS,siddi,249,66.68,34.62,41.86069358
SN,CS,siddi,841,66.74,28.34,41.91963847
SN,CS,siddi,46,66.79,34.88,41.96875921
SN,CS,siddi,70,66.8,34.82,41.97858336
SN,CS,siddi,27,66.81,35.2,41.98840751
SN,CS,siddi,45,66.81,34.93,41.98840751
SN,CS,siddi,251,66.83,34.72,42.0080558
SN,CS,siddi,38,67.01,34.97,42.18489046
SN,CS,siddi,40,67.01,34.97,42.18489046
SN,CS,siddi,227,67.01,34.17,42.18489046
SN,CS,siddi,49,67.25,35.27,42.42067001
SN,CS,siddi,32,67.27,34.87,42.4403183
SN,CS,siddi,65,67.37,35.08,42.53855978
SN,CS,siddi,66,67.37,35.08,42.53855978
SN,CS,siddi,69,67.37,35.08,42.53855978
SN,CS,siddi,50,67.55,35.11,42.71539444
SN,CS,siddi,43,67.58,35.16,42.74486688
SN,CS,siddi,44,67.58,35.16,42.74486688
SN,CS,siddi,139,67.62,27.24,42.78416347
SN,CS,siddi,231,67.63,34.36,42.79398762
SN,CS,siddi,244,67.63,35,42.79398762
SN,CS,siddi,248,67.92,34.89,43.07888791
SN,CS,siddi,37,67.95,35.04,43.10836035
SN,CS,siddi,39,67.95,35.04,43.10836035
SN,CS,siddi,47,68.01,35.5,43.16730524
SN,CS,siddi,228,68.07,34.75,43.22625012
SN,CS,siddi,229,68.07,34.75,43.22625012
SN,CS,siddi,230,68.07,34.75,43.22625012
SN,CS,siddi,237,68.07,34.75,43.22625012
SN,CS,siddi,1266,68.16,29.55,43.31466745
SN,CS,siddi,232,68.21,34.79,43.36378819
SN,CS,siddi,243,68.22,35.15,43.37361234
SN,CS,siddi,245,68.22,35.15,43.37361234
SN,CS,siddi,250,68.31,35.13,43.46202967
SN,CS,siddi,247,68.33,35.06,43.48167796
SN,CS,siddi,42,68.51,35.23,43.65851262
SN,CS,siddi,246,68.94,35.27,44.08095098
SN,CS,siddi,840,69.02,28.54,44.15954416
SN,CS,siddi,28,69.03,35.78,44.16936831
SN,CS,siddi,1313,69.11,33.17,44.24796149
SN,CS,siddi,834,69.21,28.06,44.34620297
SN,CS,siddi,30,69.32,35.59,44.45426859
SN,CS,siddi,31,69.32,35.59,44.45426859
SN,CS,siddi,29,69.57,35.63,44.69987229
SN,CS,siddi,1198,70.11,13.44,45.23037626
SN,CS,siddi,1228,70.19,17.21,45.30896945
SN,CS,siddi,1199,70.31,13.75,45.42685922
SN,CS,siddi,1197,70.36,13.31,45.47597996
SN,CS,siddi,1196,70.57,13.2,45.68228706
SN,CS,siddi,1267,70.64,29.73,45.7510561
SN,CS,siddi,1200,70.75,14.25,45.85912172
SN,CS,siddi,1172,70.93,16.19,46.03595638
SN,CS,siddi,1195,70.98,13.19,46.08507712
SN,CS,siddi,1194,71.59,13.27,46.68435013
SN,CS,siddi,835,71.69,28.36,46.78259161
SN,CS,siddi,1201,71.8,14.92,46.89065724
SN,CS,siddi,138,71.83,27.56,46.92012968
SN,CS,siddi,838,72.31,29.04,47.39168877
SN,CS,siddi,839,72.39,28.97,47.47028195
SN,CS,siddi,1193,72.4,13.41,47.4801061
SN,CS,siddi,836,72.44,28.77,47.51940269
SN,CS,siddi,837,72.51,28.82,47.58817173
SN,CS,siddi,1202,73.1,15.75,48.16779644
SN,CS,siddi,1268,73.27,29.82,48.33480696
SN,CS,siddi,1192,73.4,13.63,48.46252088
SN,CS,siddi,1312,73.8,33.99,48.85548679
SN,CS,siddi,1203,74.76,16.74,49.79860497
SN,CS,siddi,1191,75.14,14.13,50.17192259
SN,CS,siddi,1269,76.19,29.89,51.2034581
SN,CS,siddi,115,76.82,33.35,51.82237941
SN,CS,siddi,1204,76.83,17.9,51.83220356
SN,CS,siddi,1190,77.34,14.64,52.33323509
SN,CS,siddi,1227,77.45,19.08,52.44130072
SN,CS,siddi,1311,78.13,34.47,53.10934276
SN,CS,siddi,1189,78.89,15.04,53.85597799
SN,CS,siddi,137,79.17,29.13,54.13105413
SN,CS,siddi,1173,79.25,16.88,54.20964731
SN,CS,siddi,1188,81.69,15.71,56.60673937
SN,CS,siddi,1310,82.2,35.53,57.1077709
SN,CS,siddi,1205,82.55,19.68,57.45161607
SN,CS,siddi,1270,82.59,30.99,57.49091266
SN,CS,siddi,116,83.01,33.2,57.90352687
SN,CS,siddi,1226,84,20.53,58.8761175
SN,CS,siddi,1187,84.08,16.38,58.95471068
SN,CS,siddi,1206,85.32,20.85,60.172905
SN,CS,siddi,1309,85.68,36.13,60.52657432
SN,CS,siddi,1300,86.02,33.09,60.86059534
SN,CS,siddi,1299,87.21,33.09,62.02966893
SN,CS,siddi,117,87.37,33.81,62.18685529
SN,CS,siddi,1186,87.6,17.21,62.41281069
SN,CS,siddi,1174,87.87,17.72,62.67806268
SN,CS,siddi,1308,88.41,35.05,63.20856666
SN,CS,siddi,1307,88.53,34.7,63.32645643
SN,CS,siddi,1271,88.56,32.12,63.35592887
SN,CS,siddi,1225,88.86,22.6,63.65065331
SN,CS,siddi,1303,88.99,34.5,63.77836723
SN,CS,siddi,1298,89.08,32.88,63.86678456
SN,CS,siddi,1302,89.92,34.8,64.69201297
SN,CS,siddi,136,90.12,31.17,64.88849592
SN,CS,siddi,1185,90.13,17.86,64.89832007
SN,CS,siddi,1306,90.64,35.27,65.39935161
SN,CS,siddi,118,90.68,34.62,65.4386482
SN,CS,siddi,120,90.96,33.86,65.71372433
SN,CS,siddi,119,91.62,34.55,66.36211809
SN,CS,siddi,1304,91.77,35.03,66.5094803
SN,CS,siddi,1184,91.84,17.92,66.57824934
SN,CS,siddi,1301,91.9,34.13,66.63719422
SN,CS,siddi,1224,92.85,23.71,67.57048826
SN,CS,siddi,1297,93.21,32.22,67.92415758
SN,CS,siddi,1175,93.31,17.97,68.02239906
SN,CS,siddi,1305,93.4,35.95,68.11081639
SN,CS,siddi,1272,94.12,32.87,68.81815503
SN,CS,siddi,135,94.9,32.3,69.58443855
SN,CS,siddi,1183,95.13,18.11,69.81039395
SN,CS,siddi,1207,95.71,23.71,70.38019452
SN,CS,siddi,1296,98.47,32.51,73.0916593
SN,CS,siddi,1182,98.61,18.41,73.22919737
SN,CS,siddi,133,98.88,33.08,73.49444936
SN,CS,siddi,1281,98.94,34.47,73.55339424
SN,CS,siddi,134,99.1,33.13,73.71058061
SN,CS,siddi,1279,99.18,33.86,73.78917379
SN,CS,siddi,1273,100.49,33.44,75.07613715
SN,CS,siddi,1282,100.56,34.91,75.14490618
SN,CS,siddi,121,100.64,34.19,75.22349936
SN,CS,siddi,1280,100.69,33.51,75.2726201
SN,CS,siddi,1283,100.73,34.08,75.31191669
SN,CS,siddi,1274,100.77,33.39,75.35121328
SN,CS,siddi,1275,101.07,33.58,75.64593771
SN,CS,siddi,1290,101.07,33.48,75.64593771
SN,CS,siddi,1289,101.12,33.57,75.69505845
SN,CS,siddi,1295,101.85,33.4,76.41222124
SN,CS,siddi,1286,102.25,34.47,76.80518715
SN,CS,siddi,1176,102.63,18.59,77.17850476
SN,CS,siddi,1285,102.67,34.11,77.21780136
SN,CS,siddi,1276,102.83,34.4,77.37498772
SN,CS,siddi,1278,102.84,34.15,77.38481187
SN,CS,siddi,1287,103.14,34.15,77.6795363
SN,CS,siddi,1284,103.47,33.92,78.00373318
SN,CS,siddi,1208,103.51,26.2,78.04302977
SN,CS,siddi,1288,103.54,33.88,78.07250221
SN,CS,siddi,1291,104.11,33.78,78.63247863
SN,CS,siddi,1277,104.35,34.43,78.86825818
SN,CS,siddi,1292,104.62,33.63,79.13351017
SN,CS,siddi,1293,105.34,34.08,79.84084881
SN,CS,siddi,1294,106.27,34.5,80.75449455
SN,CS,siddi,1181,106.78,18.95,81.25552608
SN,CS,siddi,122,107.21,35.27,81.67796444
SN,CS,siddi,1223,110.6,28.59,85.00835053
SN,CS,siddi,123,111.33,35.92,85.72551331
SN,CS,siddi,1180,111.66,19.34,86.04971019
SN,CS,siddi,132,112.74,36.07,87.11071815
SN,CS,siddi,1209,113.08,29.66,87.44473917
SN,CS,siddi,124,114.21,36.48,88.55486787
SN,CS,siddi,127,114.28,36.54,88.6236369
SN,CS,siddi,125,114.32,36.58,88.66293349
SN,CS,siddi,126,114.46,36.77,88.80047156
SN,CS,siddi,128,114.67,36.53,89.00677866
SN,CS,siddi,129,114.81,36.71,89.14431673
SN,CS,siddi,130,114.83,36.62,89.16396503
SN,CS,siddi,1177,115.35,19.45,89.67482071
SN,CS,siddi,1222,116.17,30.8,90.48040083
SN,CS,siddi,131,116.49,36.69,90.79477355
SN,CS,siddi,1178,118.04,19.62,92.31751646
SN,CS,siddi,1179,118.04,19.62,92.31751646
SN,CS,siddi,1213,122.3,32.19,96.5026034
SN,CS,siddi,1214,122.3,32.19,96.5026034
SN,CS,siddi,1215,122.3,32.19,96.5026034
SN,CS,siddi,1216,123.78,32.48,97.95657727
SN,CS,siddi,1210,125.35,32.66,99.49896846
SN,CS,siddi,1211,125.35,32.66,99.49896846
SN,CS,siddi,1212,125.35,32.66,99.49896846
SN,CS,siddi,1217,125.86,32.92,100
SN,CS,siddi,1218,125.86,32.92,100
SN,CS,siddi,1219,125.86,32.92,100
SN,CS,siddi,1220,125.86,32.92,100
SN,CS,siddi,1221,125.86,32.92,100
