Text_Type,Book,Chapter,Window,LLG,GLG,LGL,G,GGG,LG,LGG,L,LL,GG,GL,GLL,GGL,LLL
SN,AS,shareera,900,9,23,16,4,26,0,33,6,0,4,2,14,20,8
SN,AS,shareera,901,10,21,16,5,25,0,33,6,0,4,2,16,19,8
SN,AS,shareera,902,10,22,16,6,26,0,35,6,0,3,2,17,18,8
SN,AS,shareera,903,10,22,16,6,24,0,34,6,0,2,2,17,18,8
SN,AS,shareera,904,10,22,14,6,22,0,30,6,0,2,2,15,19,7
SN,AS,shareera,905,9,22,10,6,20,0,28,7,0,2,2,14,19,6
SN,AS,shareera,906,9,20,11,6,20,1,30,7,0,2,2,15,19,6
SN,AS,shareera,907,9,20,11,6,20,1,32,7,0,2,1,17,21,6
SN,AS,shareera,908,9,23,10,6,19,1,32,7,1,2,1,16,19,6
SN,AS,shareera,909,8,23,12,6,20,1,35,7,1,2,1,16,19,6
SN,AS,shareera,910,8,22,12,6,22,2,32,6,1,2,1,17,20,5
SN,AS,shareera,911,9,24,14,6,22,2,32,7,1,2,0,19,20,4
SN,AS,shareera,912,8,24,12,6,19,2,32,7,1,2,1,18,19,5
SN,AS,shareera,913,8,24,13,6,17,2,31,7,1,2,1,19,19,5
SN,AS,shareera,914,10,24,13,7,17,2,30,6,1,2,1,17,18,5
SN,AS,shareera,915,10,24,13,7,17,2,28,6,1,2,1,16,18,5
SN,AS,shareera,916,8,24,13,7,18,2,29,6,1,2,1,16,18,5
SN,AS,shareera,917,9,24,13,7,18,3,29,6,1,1,1,16,17,4
SN,AS,shareera,918,13,21,14,6,20,3,28,6,1,1,1,16,16,4
SN,AS,shareera,919,13,21,15,5,20,3,28,6,1,2,1,17,17,3
SN,AS,shareera,920,16,21,17,5,18,3,19,7,1,2,1,15,19,3
SN,AS,shareera,921,16,22,17,5,17,3,19,6,1,2,1,15,20,3
SN,AS,shareera,922,16,22,18,5,17,3,18,5,1,2,1,15,20,3
SN,AS,shareera,923,17,22,17,5,18,3,18,5,1,1,1,15,19,3
SN,AS,shareera,924,17,22,17,4,18,3,18,5,1,2,1,15,19,3
SN,AS,shareera,925,18,21,17,5,18,3,18,4,1,2,1,15,19,1
SN,AS,shareera,926,17,21,17,4,19,3,18,4,1,2,1,13,20,1
SN,AS,shareera,927,17,19,16,4,19,3,15,4,1,2,1,13,19,1
SN,AS,shareera,928,17,19,16,4,20,3,15,4,1,2,1,14,19,1
SN,AS,shareera,929,18,18,17,4,20,3,15,4,1,2,1,13,17,1
SN,AS,shareera,930,18,17,17,4,21,4,16,3,1,2,1,13,16,1
SN,AS,shareera,931,19,18,15,4,23,3,14,3,1,3,1,12,17,1
SN,AS,shareera,932,19,18,16,4,24,3,13,3,1,4,1,11,14,1
SN,AS,shareera,933,19,14,16,5,24,3,15,3,0,4,1,11,13,1
SN,AS,shareera,934,19,14,15,5,26,3,13,2,0,4,1,10,13,2
SN,AS,shareera,935,19,13,15,5,23,3,13,2,0,4,1,9,12,3
SN,AS,shareera,936,19,11,14,5,24,3,13,1,0,5,1,7,13,4
SN,AS,shareera,937,19,11,14,5,25,3,13,2,0,5,0,7,14,3
SN,AS,shareera,938,20,12,13,4,27,3,12,3,0,5,0,7,13,3
SN,AS,shareera,939,18,12,12,3,30,3,11,3,1,5,0,6,13,3
SN,AS,shareera,940,17,13,12,3,29,3,11,3,2,5,0,6,13,3
SN,AS,shareera,941,17,12,11,3,27,3,12,3,2,6,0,6,13,3
SN,AS,shareera,942,16,10,12,3,28,2,12,3,2,7,0,6,13,3
SN,AS,shareera,943,13,11,14,4,25,2,13,3,2,7,0,7,13,3
SN,AS,shareera,944,14,11,13,4,27,2,13,3,2,7,0,6,13,3
SN,AS,shareera,945,10,9,10,4,26,2,13,2,2,7,0,7,10,3
SN,AS,shareera,946,10,8,10,4,27,2,15,2,2,8,0,7,11,3
SN,AS,shareera,947,10,7,9,4,27,2,16,2,2,9,0,7,11,3
SN,AS,shareera,948,9,8,9,4,28,2,17,2,2,9,0,7,13,3
SN,AS,shareera,949,9,8,9,5,28,2,17,2,2,8,0,7,14,3
SN,AS,shareera,950,7,8,9,4,29,2,17,2,2,8,0,8,15,3
SN,AS,shareera,951,7,8,10,4,29,3,17,2,2,8,0,8,14,3
SN,AS,shareera,952,9,8,10,3,29,3,17,2,2,8,0,7,14,3
SN,AS,shareera,953,9,8,11,3,31,3,17,2,2,8,1,7,16,3
SN,AS,shareera,954,8,9,10,3,30,3,17,2,2,8,1,8,16,3
SN,AS,shareera,955,8,9,10,3,30,2,17,2,2,9,1,8,15,3
SN,AS,shareera,956,8,9,11,4,29,2,17,2,2,8,1,7,14,3
SN,AS,shareera,957,8,8,10,4,28,2,15,2,2,7,1,8,14,3
SN,AS,shareera,958,8,9,10,3,34,3,13,2,2,7,1,8,14,5
SN,AS,shareera,959,9,9,10,4,31,3,15,2,2,7,1,8,15,4
SN,AS,shareera,960,9,10,10,4,32,2,14,2,3,7,1,11,18,4
SN,AS,shareera,961,8,11,9,4,31,2,14,2,3,6,1,13,17,3
SN,AS,shareera,962,9,12,9,5,30,2,15,1,3,6,1,13,17,3
SN,AS,shareera,963,8,12,10,5,28,2,15,0,3,6,1,12,17,3
SN,AS,shareera,964,9,15,10,5,28,2,16,1,2,6,1,12,17,3
SN,AS,shareera,965,9,16,10,5,31,2,17,1,1,6,1,12,17,3
SN,AS,shareera,966,10,17,10,6,34,2,15,1,1,5,1,12,17,3
SN,AS,shareera,967,10,19,9,6,34,2,15,1,1,4,1,13,17,3
SN,AS,shareera,968,9,19,6,5,36,2,15,1,1,4,1,12,17,4
SN,AS,shareera,969,9,20,6,5,34,2,16,1,1,3,1,12,16,4
SN,AS,shareera,970,9,22,6,5,35,2,17,1,2,3,1,12,17,6
SN,AS,shareera,971,9,23,8,6,35,2,15,1,2,2,1,12,15,6
SN,AS,shareera,972,9,25,8,6,37,3,13,1,2,1,1,12,15,6
SN,AS,shareera,973,9,25,9,7,35,3,12,1,2,1,1,12,13,6
SN,AS,shareera,974,9,25,10,7,35,3,12,1,2,1,1,12,16,7
SN,AS,shareera,975,10,26,10,7,36,3,13,1,2,1,2,11,15,7
SN,AS,shareera,976,10,28,10,7,38,2,13,1,2,1,2,11,15,8
SN,AS,shareera,977,8,29,10,8,37,2,15,1,2,1,2,13,15,9
SN,AS,shareera,978,8,29,9,8,36,2,15,1,2,2,1,12,13,10
SN,AS,shareera,979,10,28,10,8,38,2,16,1,2,2,1,11,14,10
SN,AS,shareera,980,11,28,10,8,37,2,15,1,2,1,1,11,15,10
SN,AS,shareera,981,10,29,8,7,37,2,16,1,2,1,1,11,16,10
SN,AS,shareera,982,10,29,9,8,39,2,17,1,2,1,1,9,17,10
SN,AS,shareera,983,10,28,9,8,34,2,17,1,2,1,1,10,17,8
SN,AS,shareera,984,9,28,8,7,35,2,14,2,2,1,1,11,16,8
SN,AS,shareera,985,9,27,8,7,35,2,14,2,1,1,1,8,13,7
SN,AS,shareera,986,9,26,8,7,35,2,14,2,1,1,1,6,12,7
SN,AS,shareera,987,9,26,8,6,36,3,13,2,1,1,1,6,11,7
SN,AS,shareera,988,8,26,7,6,37,3,13,2,1,1,1,6,12,7
SN,AS,shareera,989,8,23,7,6,36,3,12,1,1,2,1,7,12,7
SN,AS,shareera,990,8,21,7,6,34,3,11,1,2,2,1,7,12,7
SN,AS,shareera,991,7,23,7,5,33,3,11,2,2,2,1,7,12,8
SN,AS,shareera,992,7,22,7,6,35,3,12,2,2,2,1,6,12,9
SN,AS,shareera,993,7,21,7,6,33,3,11,3,2,2,1,6,14,8
SN,AS,shareera,994,6,20,9,6,37,3,10,3,2,2,1,7,17,8
SN,AS,shareera,995,8,21,11,6,36,3,11,4,1,2,1,6,17,6
SN,AS,shareera,996,8,20,10,5,37,3,12,4,1,2,2,7,16,6
SN,AS,shareera,997,8,20,11,5,37,2,12,5,1,2,2,9,17,6
SN,AS,shareera,998,8,20,13,5,37,2,12,5,1,2,2,10,19,6
SN,AS,shareera,999,8,20,12,4,37,3,13,5,1,2,2,10,15,5
SN,AS,shareera,1000,8,20,12,4,35,3,11,6,1,2,1,10,16,6
SN,AS,shareera,1001,8,19,13,4,32,3,11,6,1,2,1,10,21,5
SN,AS,shareera,1002,8,18,15,3,32,3,10,6,1,2,2,8,23,4
SN,AS,shareera,1003,8,19,15,3,30,4,10,6,1,1,2,8,23,3
SN,AS,shareera,1004,6,21,14,3,29,4,11,7,1,1,2,8,22,3
SN,AS,shareera,1005,6,21,14,4,31,4,11,7,1,1,2,8,23,3
SN,AS,shareera,1006,7,19,15,4,30,4,12,8,1,1,2,9,22,3
SN,AS,shareera,1007,7,20,15,3,29,4,11,9,1,1,2,9,21,3
SN,AS,shareera,1008,7,21,15,3,29,3,12,10,1,1,2,8,21,3
SN,AS,shareera,1009,7,20,15,3,30,3,13,10,1,1,2,7,21,3
SN,AS,shareera,1010,7,21,15,3,30,3,14,10,2,1,2,7,21,3
SN,AS,shareera,1011,7,22,16,3,30,3,14,10,2,1,2,7,22,3
SN,AS,shareera,1012,6,22,16,3,30,2,15,10,2,1,3,7,22,3
SN,AS,shareera,1013,6,22,16,3,30,2,17,11,2,1,3,7,21,3
SN,AS,shareera,1014,5,23,16,3,28,2,18,11,2,0,3,6,23,3
SN,AS,shareera,1015,8,27,19,3,30,2,19,11,1,0,3,6,24,4
SN,AS,shareera,1016,13,26,20,3,29,2,23,11,1,0,3,7,24,3
SN,AS,shareera,1017,13,25,20,3,29,2,22,11,1,0,3,7,24,2
SN,AS,shareera,1018,14,25,20,3,29,2,22,10,1,0,4,8,24,2
SN,AS,shareera,1019,15,26,18,3,26,2,24,10,1,0,4,7,21,2
SN,AS,shareera,1020,13,24,16,4,26,2,22,9,1,0,4,9,21,2
SN,AS,shareera,1021,15,27,17,4,25,2,22,9,1,0,3,9,22,3
SN,AS,shareera,1022,17,25,16,5,23,2,22,8,1,0,3,7,21,3
SN,AS,shareera,1023,17,26,16,4,30,2,25,8,1,0,3,7,24,3
SN,AS,shareera,1024,18,26,17,4,31,1,25,8,1,0,4,7,26,3
SN,AS,shareera,1025,17,25,17,4,32,1,26,8,1,0,4,8,25,2
SN,AS,shareera,1026,17,24,15,4,33,1,26,9,1,0,4,8,21,2
SN,AS,shareera,1027,17,25,13,4,32,1,26,9,1,0,3,8,19,2
SN,AS,shareera,1028,17,23,14,5,35,0,27,9,1,0,3,8,19,2
SN,AS,shareera,1029,17,21,14,5,35,0,26,8,1,1,3,8,20,2
SN,AS,shareera,1030,16,22,14,4,34,0,28,8,1,1,4,10,18,2
SN,AS,shareera,1031,16,23,13,4,35,0,29,8,1,1,4,10,18,2
SN,AS,shareera,1032,17,23,13,5,34,0,31,7,1,1,4,10,18,4
SN,AS,shareera,1033,19,23,13,5,33,1,31,6,1,1,4,11,19,4
SN,AS,shareera,1034,21,24,15,5,32,1,34,6,1,1,4,12,20,4
SN,AS,shareera,1035,24,28,18,5,34,1,36,7,0,1,4,14,22,7
SN,AS,shareera,1036,26,29,18,5,34,1,37,7,0,1,4,14,22,9
SN,AS,shareera,1037,26,30,19,5,34,1,36,7,0,1,3,15,24,9
SN,AS,shareera,1038,27,29,19,5,33,1,34,6,0,1,3,17,26,9
SN,AS,shareera,1039,27,29,19,5,36,1,36,6,0,1,4,18,30,9
SN,AS,shareera,1040,25,26,18,5,35,1,38,6,0,1,4,19,29,8
SN,AS,shareera,1041,20,28,18,5,37,1,36,5,0,1,4,19,31,8
SN,AS,shareera,1042,20,30,19,5,38,1,38,5,0,1,4,20,35,8
SN,AS,shareera,1043,20,31,21,5,39,1,39,5,0,1,3,19,34,8
SN,AS,shareera,1044,23,33,22,5,41,1,39,5,0,1,3,19,36,9
SN,AS,shareera,1045,23,32,25,5,41,1,41,5,0,1,3,18,35,9
SN,AS,shareera,1046,21,30,24,6,40,1,40,5,0,1,3,17,34,8
SN,AS,shareera,1047,23,34,25,5,45,1,46,6,0,1,3,20,36,9
SN,AS,shareera,1048,23,33,24,6,39,1,42,6,0,1,3,19,31,9
SN,AS,shareera,1049,22,34,25,6,38,1,41,6,0,1,2,19,30,9
SN,AS,shareera,1050,23,35,25,6,38,1,40,5,0,2,2,18,32,9
SN,AS,shareera,1051,23,38,27,7,39,1,40,4,0,2,2,19,32,10
SN,AS,shareera,1052,23,39,27,7,41,1,40,4,0,2,2,19,32,10
SN,AS,shareera,1053,23,40,27,6,40,1,39,4,0,2,2,19,33,10
SN,AS,shareera,1054,23,41,27,7,39,1,38,4,0,1,2,19,33,10
SN,AS,shareera,1055,23,40,27,7,39,1,36,4,0,1,1,19,34,10
SN,AS,shareera,1056,22,40,27,7,38,1,35,3,0,1,1,18,35,11
SN,AS,shareera,1057,22,41,26,6,38,1,35,4,0,1,1,18,35,9
SN,AS,shareera,1058,22,40,27,6,46,0,36,4,0,1,1,18,36,10
SN,AS,shareera,1059,20,39,25,7,46,0,34,3,0,1,1,17,37,10
SN,AS,shareera,1060,17,37,24,8,46,0,32,2,0,1,1,17,39,8
SN,AS,shareera,1061,16,39,24,8,45,1,33,2,0,1,1,19,41,6
SN,AS,shareera,1062,16,38,23,8,44,1,34,2,0,1,1,18,39,7
SN,AS,shareera,1063,15,39,23,8,44,1,34,3,0,1,1,16,38,7
SN,AS,shareera,1064,20,42,27,8,46,1,39,3,0,1,0,18,39,10
SN,AS,shareera,1065,20,43,26,8,45,1,36,3,0,1,0,17,42,11
SN,AS,shareera,1066,22,40,26,8,43,1,34,4,0,1,0,17,42,11
SN,AS,shareera,1067,23,39,25,7,39,1,32,4,0,1,0,17,38,12
SN,AS,shareera,1068,22,38,24,7,39,1,32,5,0,1,0,17,37,12
SN,AS,shareera,1069,18,35,24,7,38,1,31,6,0,1,0,19,35,11
SN,AS,shareera,1070,20,36,22,6,37,1,29,7,0,1,0,19,35,13
SN,AS,shareera,1071,20,35,23,5,38,1,29,7,1,1,0,20,35,13
SN,AS,shareera,1072,16,32,23,5,34,1,23,6,1,1,0,17,33,13
SN,AS,shareera,1073,18,34,23,4,34,1,26,6,2,1,0,18,36,14
SN,AS,shareera,1074,18,34,21,4,36,1,29,6,3,1,0,18,36,14
SN,AS,shareera,1075,18,33,23,4,36,1,29,6,3,0,0,18,35,14
SN,AS,shareera,1076,18,30,22,3,36,1,29,6,3,0,0,17,34,13
SN,AS,shareera,1077,20,30,26,3,36,1,34,6,3,0,0,23,36,13
SN,AS,shareera,1078,20,29,25,3,34,1,34,6,3,0,1,23,35,14
SN,AS,shareera,1079,21,29,27,2,35,1,34,7,3,0,1,23,34,14
SN,AS,shareera,1080,21,29,28,2,35,1,34,8,3,0,1,22,35,14
SN,AS,shareera,1081,22,29,29,3,36,1,32,8,3,0,1,22,35,13
SN,AS,shareera,1082,22,28,30,4,37,1,31,7,3,0,1,22,35,13
SN,AS,shareera,1083,20,28,31,5,31,1,29,7,3,0,1,21,34,12
SN,AS,shareera,1084,20,28,33,5,30,1,29,7,3,0,1,21,33,12
SN,AS,shareera,1085,21,26,32,4,27,1,29,8,3,0,1,19,30,11
SN,AS,shareera,1086,20,23,32,5,28,0,27,8,3,0,1,17,29,11
SN,AS,shareera,1087,21,23,34,6,28,0,26,8,3,0,1,17,30,10
SN,AS,shareera,1088,21,24,35,7,29,0,26,7,3,0,1,17,30,10
SN,AS,shareera,1089,16,22,32,8,26,0,18,7,3,0,1,14,23,7
SN,AS,shareera,1090,15,21,32,9,26,0,18,7,3,0,1,15,21,6
SN,AS,shareera,1091,13,21,32,9,26,0,19,7,3,0,1,14,20,6
SN,AS,shareera,1092,12,21,33,10,28,0,19,7,3,0,1,13,20,5
SN,AS,shareera,1093,12,21,34,11,28,0,19,6,3,0,1,13,21,5
SN,AS,shareera,1094,12,22,34,12,27,0,18,5,3,0,1,11,23,5
SN,AS,shareera,1095,11,21,34,13,29,0,18,4,3,0,1,10,24,3
SN,AS,shareera,1096,12,21,33,14,30,0,19,4,2,0,1,9,24,3
SN,AS,shareera,1097,13,20,32,15,29,0,20,4,2,0,1,9,24,2
SN,AS,shareera,1098,11,17,30,16,31,0,18,4,1,0,1,9,21,1
SN,AS,shareera,1099,13,17,30,16,28,1,15,4,0,0,1,9,21,1
SN,AS,shareera,1100,12,17,28,16,27,2,15,4,0,0,1,9,22,1
SN,AS,shareera,1101,12,17,27,16,27,2,15,4,0,0,2,10,22,1
SN,AS,shareera,1102,10,15,24,16,25,2,9,4,0,1,2,4,21,1
SN,AS,shareera,1103,10,15,24,16,26,2,10,4,0,1,1,4,21,0
SN,AS,shareera,1104,9,16,25,16,25,3,13,3,0,1,1,5,23,2
SN,AS,shareera,1105,10,16,25,16,28,3,13,2,0,1,1,4,21,2
SN,AS,shareera,1106,10,15,24,15,28,3,14,2,0,2,1,4,20,3
SN,AS,shareera,1107,10,15,24,14,27,4,13,2,0,2,1,4,21,3
SN,AS,shareera,1108,10,17,22,14,25,4,13,2,0,2,1,5,20,3
SN,AS,shareera,1109,10,17,20,13,26,4,11,2,0,2,1,6,19,3
SN,AS,shareera,1110,9,17,19,14,27,4,11,1,0,2,1,6,18,3
SN,AS,shareera,1111,9,18,18,13,26,4,13,1,0,2,1,6,16,3
SN,AS,shareera,1112,8,18,16,12,27,4,14,1,0,3,1,6,17,4
SN,AS,shareera,1113,9,18,15,11,26,4,14,1,0,3,1,6,16,4
SN,AS,shareera,1114,9,17,15,11,26,4,14,1,0,3,1,6,16,4
SN,AS,shareera,1115,9,18,14,10,25,4,14,1,0,4,1,6,15,5
SN,AS,shareera,1116,9,20,13,10,24,4,13,1,0,4,1,6,15,5
SN,AS,shareera,1117,9,23,12,10,23,4,13,1,0,4,1,6,14,5
SN,AS,shareera,1118,10,24,10,10,24,4,13,1,0,4,1,7,13,5
SN,AS,shareera,1119,10,25,9,10,24,4,13,1,0,4,1,7,11,5
SN,AS,shareera,1120,9,25,8,9,22,5,13,1,0,4,1,8,11,6
SN,AS,shareera,1121,8,27,8,9,20,5,12,1,0,4,1,8,11,6
SN,AS,shareera,1122,7,28,8,8,20,5,11,1,0,5,1,8,11,6
SN,AS,shareera,1123,8,30,8,7,17,6,12,1,0,5,1,7,11,6
SN,AS,shareera,1124,6,29,9,8,17,5,12,1,0,5,1,8,10,6
SN,AS,shareera,1125,7,31,9,9,18,4,13,1,0,5,1,8,8,7
SN,AS,shareera,1126,7,32,9,9,16,5,15,1,0,5,0,8,9,7
SN,AS,shareera,1127,7,33,8,10,16,5,15,1,0,4,0,9,8,7
SN,AS,shareera,1128,7,37,9,10,16,5,15,1,0,5,0,9,9,7
SN,AS,shareera,1129,8,36,7,10,16,4,12,1,0,5,0,8,9,5
SN,AS,shareera,1130,8,36,6,10,12,4,12,1,0,5,0,9,11,5
SN,AS,shareera,1131,7,37,7,10,13,4,11,1,1,4,0,9,11,4
SN,AS,shareera,1132,7,36,6,10,15,3,11,1,2,4,0,9,10,4
SN,AS,shareera,1133,8,34,6,9,17,4,11,1,2,4,0,8,12,4
SN,AS,shareera,1134,9,38,8,10,17,4,13,1,2,4,0,8,13,4
SN,AS,shareera,1135,10,38,8,9,16,5,13,1,2,4,0,12,14,5
SN,AS,shareera,1136,14,36,8,9,17,6,11,1,2,4,0,12,14,6
SN,AS,shareera,1137,15,35,8,10,16,6,12,1,2,3,0,12,12,6
SN,AS,shareera,1138,18,36,8,10,18,6,13,1,2,3,0,13,13,6
SN,AS,shareera,1139,18,38,9,9,17,7,14,1,2,3,0,15,15,6
SN,AS,shareera,1140,18,37,11,9,19,8,14,1,2,2,0,15,15,6
SN,AS,shareera,1141,18,35,12,10,20,8,16,0,2,2,0,16,14,6
SN,AS,shareera,1142,19,32,13,10,19,8,17,0,2,2,0,17,15,7
SN,AS,shareera,1143,18,31,13,9,18,8,18,0,2,2,0,16,17,7
SN,AS,shareera,1144,18,29,15,8,19,8,20,0,2,2,0,16,19,7
SN,AS,shareera,1145,18,29,17,8,21,7,20,0,2,2,0,15,19,6
SN,AS,shareera,1146,19,28,18,7,22,7,22,0,2,3,0,16,19,6
SN,AS,shareera,1147,20,27,20,7,22,8,23,0,2,2,0,16,19,6
SN,AS,shareera,1148,21,27,20,8,22,7,23,0,2,2,0,16,19,6
SN,AS,shareera,1149,21,27,21,8,22,7,26,0,2,2,0,16,19,6
SN,AS,shareera,1150,20,26,22,7,22,8,26,0,2,2,0,17,19,6
SN,AS,shareera,1151,20,25,22,7,22,7,25,0,2,3,0,16,19,6
SN,AS,shareera,1152,21,24,23,6,25,7,25,0,2,3,0,15,20,6
SN,AS,shareera,1153,21,20,23,7,24,7,25,0,2,2,0,15,19,6
SN,AS,shareera,1154,20,20,23,7,24,7,25,0,2,3,0,16,18,6
SN,AS,shareera,1155,19,20,23,7,26,7,25,0,2,4,0,15,16,6
SN,AS,shareera,1156,19,22,23,7,24,7,26,1,1,4,0,16,16,6
SN,AS,shareera,1157,19,23,23,7,23,7,30,1,0,4,0,16,16,7
SN,AS,shareera,1158,18,24,23,7,21,6,32,1,0,4,0,16,15,7
SN,AS,shareera,1159,17,20,23,7,20,6,30,1,0,4,0,15,14,7
SN,AS,shareera,1160,16,20,24,8,20,5,29,1,0,4,0,12,14,6
SN,AS,shareera,1161,12,20,24,8,19,4,30,1,0,5,0,12,14,5
SN,AS,shareera,1162,13,21,24,7,20,5,30,1,0,5,0,12,14,5
SN,AS,shareera,1163,9,18,24,7,19,5,30,1,0,5,0,11,13,5
SN,AS,shareera,1164,9,17,22,7,19,4,31,1,0,5,0,9,12,5
SN,AS,shareera,1165,9,17,21,7,17,3,34,1,0,6,0,8,12,4
SN,AS,shareera,1166,9,16,20,7,16,3,33,1,0,6,0,8,12,4
SN,AS,shareera,1167,9,15,20,6,16,3,33,1,0,7,0,7,11,3
SN,AS,shareera,1168,9,15,20,7,15,3,32,1,0,7,0,7,9,3
SN,AS,shareera,1169,9,15,18,7,14,3,30,1,0,7,0,8,7,3
SN,AS,shareera,1170,9,16,16,7,14,3,30,1,0,7,0,8,6,4
SN,AS,shareera,1171,8,15,15,7,15,3,29,1,0,7,0,9,6,4
SN,AS,shareera,1172,7,15,13,8,15,2,29,1,0,7,0,10,6,4
SN,AS,shareera,1173,5,13,13,7,16,3,27,1,0,7,0,10,6,4
SN,AS,shareera,1174,6,14,12,6,16,3,26,1,0,7,0,9,7,4
SN,AS,shareera,1175,6,14,11,7,16,2,25,1,0,7,0,10,7,3
SN,AS,shareera,1176,7,14,12,7,19,2,25,1,0,6,0,10,7,3
SN,AS,shareera,1177,6,17,11,8,16,2,25,1,0,6,0,12,8,3
SN,AS,shareera,1178,7,20,10,7,17,2,26,2,0,6,0,13,9,3
SN,AS,shareera,1179,7,19,11,7,17,2,26,2,0,5,0,12,10,3
SN,AS,shareera,1180,8,20,12,8,16,2,28,2,0,4,0,12,12,3
SN,AS,shareera,1181,8,17,11,8,17,2,27,1,0,4,0,12,12,3
SN,AS,shareera,1182,7,16,12,8,17,2,24,1,0,4,1,12,14,2
SN,AS,shareera,1183,7,16,13,9,19,2,23,1,0,4,1,12,13,2
SN,AS,shareera,1184,7,16,11,8,20,2,23,1,0,4,2,12,13,4
SN,AS,shareera,1185,7,17,11,8,21,2,23,1,0,4,2,12,12,4
SN,AS,shareera,1186,7,19,11,9,22,2,22,1,0,3,2,12,14,4
SN,AS,shareera,1187,6,18,11,9,22,1,20,1,0,4,2,12,14,3
SN,AS,shareera,1188,6,19,11,9,22,1,21,1,0,5,2,12,15,3
SN,AS,shareera,1189,6,18,11,9,21,1,19,1,0,5,2,12,14,3
SN,AS,shareera,1190,6,18,12,9,21,1,16,1,0,4,2,14,16,4
SN,AS,shareera,1191,7,20,15,8,27,1,16,1,0,4,2,14,20,5
SN,AS,shareera,1192,7,23,16,8,28,1,18,2,0,3,2,14,20,6
SN,AS,shareera,1193,7,23,17,7,29,1,20,3,0,3,2,14,20,8
SN,AS,shareera,1194,7,24,19,7,29,1,20,3,0,3,2,15,24,10
SN,AS,shareera,1195,8,27,22,8,31,1,22,3,0,3,2,16,25,11
SN,AS,shareera,1196,10,29,22,8,34,1,26,3,0,2,2,16,26,13
SN,AS,shareera,1197,11,29,23,7,35,1,25,3,0,2,2,16,26,13
SN,AS,shareera,1198,12,30,23,7,36,0,26,3,0,2,2,16,27,13
SN,AS,shareera,1199,12,31,23,7,37,0,24,4,0,2,2,17,27,13
