Text_Type,Book,Chapter,Window,LGL,GGL,GLG,GL,GG,GGG,GLL,LLG,LGG,G,LL,LLL,LG,L
SN,AS,nidana,616,95,74,91,4,3,86,48,60,68,16,2,35,1,9
SN,AS,nidana,617,94,75,92,4,3,84,48,61,68,16,2,35,1,9
SN,AS,nidana,618,92,75,93,4,3,85,47,62,68,16,2,35,1,9
SN,AS,nidana,619,91,75,93,4,3,85,48,62,68,16,2,35,1,9
SN,AS,nidana,620,91,74,94,4,3,85,48,60,69,17,2,34,1,9
SN,AS,nidana,621,92,75,95,4,3,85,47,60,67,18,2,34,1,8
SN,AS,nidana,622,93,74,96,4,3,86,47,58,67,19,2,33,1,7
SN,AS,nidana,623,95,75,96,4,3,87,47,56,66,20,2,30,1,7
SN,AS,nidana,624,96,75,98,4,3,86,47,56,67,21,2,30,1,7
SN,AS,nidana,625,98,76,99,4,3,86,47,56,66,21,2,30,1,7
SN,AS,nidana,626,98,77,101,4,3,84,47,56,65,20,2,30,1,8
SN,AS,nidana,627,99,77,101,4,3,84,47,55,66,20,2,30,0,9
SN,AS,nidana,628,96,76,98,4,3,85,46,54,66,19,2,30,0,10
SN,AS,nidana,629,95,75,98,4,3,85,45,55,65,19,2,30,0,11
SN,AS,nidana,630,96,75,98,4,3,87,45,55,63,19,2,30,0,11
SN,AS,nidana,631,98,75,100,4,3,84,45,55,63,19,2,29,0,12
SN,AS,nidana,632,99,77,98,4,3,85,45,53,63,20,2,29,0,12
SN,AS,nidana,633,100,78,97,4,3,82,46,53,63,21,2,29,0,12
SN,AS,nidana,634,100,79,96,3,3,83,46,53,63,22,2,29,0,12
SN,AS,nidana,635,100,79,97,3,3,82,46,53,64,22,2,29,0,12
SN,AS,nidana,636,101,78,99,3,3,82,46,52,64,23,2,29,0,12
SN,AS,nidana,637,101,80,99,3,3,82,44,53,63,23,2,28,0,12
SN,AS,nidana,638,101,77,99,3,3,81,44,54,62,24,2,28,0,12
SN,AS,nidana,639,102,77,99,3,3,81,44,54,60,24,2,28,0,12
SN,AS,nidana,640,102,77,99,3,3,83,45,55,60,24,2,28,0,11
SN,AS,nidana,641,102,76,101,3,2,82,45,55,60,24,2,28,1,11
SN,AS,nidana,642,101,72,100,3,2,82,43,55,62,25,1,26,1,11
SN,AS,nidana,643,101,71,99,3,2,81,44,55,61,26,0,26,1,11
SN,AS,nidana,644,101,69,98,3,2,82,44,55,61,27,0,26,1,11
SN,AS,nidana,645,103,68,99,3,1,81,44,55,62,28,0,26,1,11
SN,AS,nidana,646,95,64,94,3,0,75,40,49,53,29,0,21,1,11
SN,AS,nidana,647,95,66,94,2,0,75,40,50,51,30,0,21,1,11
SN,AS,nidana,648,92,62,90,2,0,68,38,47,42,31,0,18,1,11
SN,AS,nidana,649,91,59,91,2,0,68,38,48,43,32,0,18,1,11
SN,AS,nidana,650,91,58,89,2,0,63,37,49,42,33,0,17,1,10
SN,AS,nidana,651,77,51,70,2,0,57,29,43,32,34,0,9,1,10
SN,AS,nidana,652,74,51,64,2,0,50,22,39,30,35,0,6,1,9
SN,AS,nidana,653,75,53,64,1,0,49,21,40,31,36,0,3,1,9
SN,AS,nidana,654,70,48,59,1,0,46,18,36,29,37,0,1,1,8
SN,AS,nidana,655,57,39,51,1,0,38,16,28,26,38,0,1,1,7
SN,AS,nidana,656,58,38,49,1,0,40,15,28,26,39,0,1,1,7
SN,AS,nidana,657,56,37,46,1,0,39,12,23,27,40,0,1,1,6
SN,AS,nidana,658,57,35,47,0,0,39,12,23,27,41,0,1,1,6
SN,AS,nidana,659,58,36,47,0,0,38,13,24,28,41,0,0,1,6
SN,AS,nidana,660,58,37,47,0,0,39,11,24,28,41,0,0,1,6
SN,AS,nidana,661,60,37,46,0,0,38,11,24,28,41,0,0,1,6
SN,AS,nidana,662,60,37,46,0,0,37,11,25,28,41,0,0,1,6
SN,AS,nidana,663,60,38,45,0,0,37,11,25,28,41,0,0,1,6
SN,AS,nidana,664,60,39,44,0,0,38,11,24,28,41,0,0,1,6
SN,AS,nidana,665,60,37,45,0,0,39,11,24,28,41,0,0,1,6
SN,AS,nidana,666,60,36,46,0,0,40,10,23,29,41,0,0,1,6
SN,AS,nidana,667,60,35,45,0,0,42,10,22,30,40,0,0,1,7
SN,AS,nidana,668,60,35,46,0,0,42,10,21,30,40,0,0,1,7
SN,AS,nidana,669,60,34,47,0,0,42,10,21,30,39,0,0,1,8
SN,AS,nidana,670,60,34,48,0,0,41,10,21,30,39,0,0,1,8
SN,AS,nidana,671,60,32,48,0,0,42,11,21,30,39,0,0,1,8
SN,AS,nidana,672,59,32,47,0,0,43,11,22,30,39,0,0,1,8
SN,AS,nidana,673,58,31,47,0,0,42,12,22,32,39,0,0,1,8
SN,AS,nidana,674,58,31,45,0,0,45,12,22,31,39,0,0,1,8
SN,AS,nidana,675,57,31,45,0,0,45,13,21,32,39,0,0,1,8
SN,AS,nidana,676,57,30,43,0,0,45,13,23,33,40,0,0,1,7
SN,AS,nidana,677,57,29,42,0,0,46,13,24,33,41,0,0,1,6
SN,AS,nidana,678,58,29,42,0,0,45,15,23,32,42,0,0,1,5
SN,AS,nidana,679,57,28,43,0,0,45,15,22,34,43,0,0,1,4
SN,AS,nidana,680,57,27,43,0,0,46,15,22,34,44,0,0,1,3
SN,AS,nidana,681,57,27,42,0,0,47,15,22,34,45,0,0,1,2
SN,AS,nidana,682,58,27,42,0,0,46,15,22,34,45,0,0,1,2
SN,AS,nidana,683,58,29,42,0,0,46,14,22,33,45,0,0,1,2
SN,AS,nidana,684,58,30,42,0,0,46,13,22,33,45,0,0,1,2
SN,AS,nidana,685,58,29,40,0,0,49,13,23,32,45,0,0,1,2
SN,AS,nidana,686,58,29,40,0,0,50,13,22,32,45,0,0,1,2
SN,AS,nidana,687,58,27,41,0,0,51,13,21,33,45,0,0,1,2
SN,AS,nidana,688,60,27,42,0,0,52,13,20,33,45,0,0,1,2
SN,AS,nidana,689,60,29,42,0,0,53,13,20,33,46,0,0,1,2
SN,AS,nidana,690,61,29,44,0,0,51,13,19,32,47,0,0,1,2
SN,AS,nidana,691,62,29,45,0,0,51,13,18,32,48,0,0,0,2
SN,AS,nidana,692,62,30,47,0,0,51,12,18,30,48,0,0,0,2
SN,AS,nidana,693,62,30,47,0,0,51,12,18,30,47,0,0,0,3
SN,AS,nidana,694,63,30,45,0,0,50,13,18,31,47,0,0,0,3
SN,AS,nidana,695,62,30,44,0,0,51,14,18,31,47,0,0,0,3
SN,AS,nidana,696,62,29,44,0,0,50,14,19,32,47,0,0,0,3
SN,AS,nidana,697,63,28,44,0,0,50,14,18,33,47,0,0,0,3
SN,AS,nidana,698,62,29,42,0,0,52,14,19,32,47,0,0,0,3
SN,AS,nidana,699,62,29,43,0,0,52,15,18,31,47,0,0,0,3
SN,AS,nidana,700,62,29,42,0,0,54,15,18,30,47,0,0,0,3
SN,AS,nidana,701,61,28,41,0,0,53,14,19,31,47,0,0,0,3
SN,AS,nidana,702,60,26,40,0,0,53,14,19,31,47,0,1,0,3
SN,AS,nidana,703,59,24,41,0,1,54,14,19,31,46,0,1,0,3
SN,AS,nidana,704,58,25,41,0,1,53,14,20,30,45,0,1,1,3
SN,AS,nidana,705,57,24,43,0,1,53,13,20,29,44,0,1,1,4
SN,AS,nidana,706,55,24,44,0,1,51,13,19,29,43,0,1,1,4
SN,AS,nidana,707,54,24,44,0,1,51,13,19,28,42,0,2,1,5
SN,AS,nidana,708,53,25,43,0,1,51,13,19,27,42,0,2,1,5
SN,AS,nidana,709,53,27,46,0,1,53,14,18,28,41,0,2,1,5
SN,AS,nidana,710,53,26,46,0,1,52,14,17,30,40,0,2,2,5
SN,AS,nidana,711,50,25,48,0,1,51,14,17,31,39,0,2,2,5
SN,AS,nidana,712,48,26,47,0,1,50,14,16,32,38,0,2,3,5
SN,AS,nidana,713,47,25,47,0,1,51,14,16,33,38,0,2,3,5
SN,AS,nidana,714,46,24,46,0,2,50,14,16,33,37,0,3,3,5
SN,AS,nidana,715,52,26,49,1,2,52,16,16,39,36,0,5,3,5
SN,AS,nidana,716,53,28,50,1,2,51,16,17,40,35,0,5,3,5
SN,AS,nidana,717,52,28,50,1,3,51,16,18,40,35,0,5,3,4
SN,AS,nidana,718,51,29,49,1,4,51,16,19,41,34,0,6,3,4
SN,AS,nidana,719,51,29,50,1,4,50,15,19,42,35,0,6,3,3
SN,AS,nidana,720,49,29,48,1,4,50,15,21,41,34,0,6,3,3
SN,AS,nidana,721,50,32,49,1,4,52,15,26,44,33,0,8,3,3
SN,AS,nidana,722,49,32,49,1,4,51,15,25,44,32,0,8,4,3
SN,AS,nidana,723,48,35,52,1,4,53,16,25,45,31,0,8,4,3
SN,AS,nidana,724,50,38,54,1,4,51,18,27,51,30,0,9,4,3
SN,AS,nidana,725,50,37,53,1,4,52,17,27,50,30,0,10,4,3
SN,AS,nidana,726,49,38,55,1,4,51,18,25,50,29,0,11,4,4
SN,AS,nidana,727,50,38,55,1,4,52,19,24,53,28,0,11,4,5
SN,AS,nidana,728,50,39,59,2,4,53,17,25,54,27,0,12,4,5
SN,AS,nidana,729,51,40,60,2,4,53,16,25,53,26,0,12,4,6
SN,AS,nidana,730,52,42,64,2,4,51,18,24,53,25,0,13,4,6
SN,AS,nidana,731,50,42,65,2,5,50,18,24,53,24,0,14,4,6
SN,AS,nidana,732,49,41,66,2,5,52,18,24,54,23,0,14,4,6
SN,AS,nidana,733,50,41,69,2,5,53,20,24,55,22,0,15,4,7
SN,AS,nidana,734,49,39,68,2,6,56,20,24,55,21,0,15,4,7
SN,AS,nidana,735,52,40,69,3,6,55,21,23,55,20,0,15,4,7
SN,AS,nidana,736,51,40,67,3,6,54,22,25,56,19,0,15,4,8
SN,AS,nidana,737,52,41,68,3,6,53,25,26,59,18,0,20,4,8
SN,AS,nidana,738,51,44,70,3,6,52,26,27,58,17,0,21,4,9
SN,AS,nidana,739,51,43,70,3,6,51,26,27,59,16,0,21,4,9
SN,AS,nidana,740,51,45,68,3,6,50,26,27,61,15,1,21,4,9
SN,AS,nidana,741,52,44,65,3,6,52,26,28,62,14,1,21,5,9
SN,AS,nidana,742,51,43,64,3,6,52,26,32,63,13,1,21,5,9
SN,AS,nidana,743,50,44,64,4,6,52,26,31,64,13,1,21,5,8
SN,AS,nidana,744,49,45,65,4,6,51,25,31,65,12,1,21,5,8
SN,AS,nidana,745,48,47,65,4,6,52,25,31,66,12,1,22,5,8
SN,AS,nidana,746,48,48,67,4,6,51,26,30,66,12,1,22,5,8
SN,AS,nidana,747,51,49,71,4,6,50,26,30,68,11,1,22,6,8
SN,AS,nidana,748,51,51,72,5,6,50,26,30,68,10,1,23,6,8
SN,AS,nidana,749,50,53,70,5,6,49,25,30,71,9,1,23,6,8
SN,AS,nidana,750,49,52,70,5,7,48,25,29,71,8,1,23,6,8
SN,AS,nidana,751,50,54,75,5,7,50,25,31,72,7,1,23,6,8
SN,AS,nidana,752,53,57,76,5,8,52,26,31,73,6,1,22,6,8
SN,AS,nidana,753,53,59,79,5,7,54,27,32,72,6,1,24,6,8
SN,AS,nidana,754,54,61,81,5,7,58,28,32,75,6,1,25,5,8
SN,AS,nidana,755,54,62,80,5,7,60,28,32,77,7,1,25,5,7
SN,AS,nidana,756,54,65,83,5,8,65,28,33,78,7,1,26,5,7
SN,AS,nidana,757,55,67,86,5,8,67,28,33,78,8,1,26,5,6
SN,AS,nidana,758,57,67,91,5,8,70,29,33,80,8,1,28,5,6
SN,AS,nidana,759,56,68,90,5,8,68,28,33,78,9,1,29,5,6
SN,AS,nidana,760,57,70,94,5,8,73,30,35,79,9,1,29,4,7
SN,AS,nidana,761,57,70,92,5,8,73,30,35,80,9,1,29,4,7
SN,AS,nidana,762,58,69,92,5,8,75,30,37,79,10,1,29,3,7
SN,AS,nidana,763,60,69,92,5,8,75,30,37,77,10,1,29,3,7
SN,AS,nidana,764,60,69,92,5,7,75,30,37,77,11,1,29,3,7
SN,AS,nidana,765,53,67,88,4,7,71,28,36,72,12,1,28,3,7
SN,AS,nidana,766,52,65,86,4,8,72,28,35,72,12,1,28,3,7
SN,AS,nidana,767,52,65,88,4,7,70,28,35,71,12,1,28,4,7
SN,AS,nidana,768,53,64,88,4,6,69,28,34,70,12,1,27,4,7
SN,AS,nidana,769,52,64,87,4,6,69,28,33,69,11,1,27,4,7
SN,AS,nidana,770,54,67,87,4,6,69,30,32,70,11,1,27,4,8
SN,AS,nidana,771,53,64,88,4,7,66,29,28,67,11,1,25,4,8
SN,AS,nidana,772,53,66,88,4,7,65,30,28,68,11,2,25,3,8
SN,AS,nidana,773,53,64,87,4,7,65,29,28,65,12,2,26,3,8
SN,AS,nidana,774,52,63,87,4,7,65,29,25,60,12,3,25,3,8
SN,AS,nidana,775,51,63,89,4,7,65,30,25,60,11,3,24,3,8
SN,AS,nidana,776,51,62,89,4,7,66,29,25,60,12,3,23,3,7
SN,AS,nidana,777,50,63,89,4,7,69,28,26,57,12,3,23,3,7
SN,AS,nidana,778,48,64,86,3,7,68,29,26,57,13,3,22,3,7
SN,AS,nidana,779,46,63,84,3,7,69,29,27,57,13,3,22,4,6
SN,AS,nidana,780,45,62,80,3,7,69,27,28,59,13,4,22,4,6
SN,AS,nidana,781,45,66,80,3,6,69,27,28,61,13,4,24,4,6
SN,AS,nidana,782,46,66,81,3,6,67,27,28,60,13,4,24,4,6
SN,AS,nidana,783,44,63,80,4,6,67,25,28,62,13,4,23,4,5
SN,AS,nidana,784,45,63,82,4,5,64,26,28,64,13,4,24,4,6
SN,AS,nidana,785,44,62,81,3,5,64,26,28,64,14,4,24,4,6
SN,AS,nidana,786,44,65,83,3,5,64,25,26,63,14,5,25,4,5
SN,AS,nidana,787,45,66,84,3,5,69,25,25,61,14,5,20,4,6
SN,AS,nidana,788,45,64,85,3,6,71,24,25,63,14,5,19,4,5
SN,AS,nidana,789,46,66,94,3,6,74,25,26,68,14,5,19,4,5
SN,AS,nidana,790,46,65,95,3,6,75,26,26,66,14,5,20,4,5
SN,AS,nidana,791,45,67,95,3,7,74,27,26,65,14,5,21,3,5
SN,AS,nidana,792,45,67,94,3,7,75,28,22,65,14,5,21,3,5
SN,AS,nidana,793,44,67,94,2,7,76,27,23,65,14,5,22,3,5
SN,AS,nidana,794,44,67,95,2,8,76,27,24,63,14,5,22,3,5
SN,AS,nidana,795,44,65,95,2,8,76,26,24,62,13,5,21,3,5
SN,AS,nidana,796,43,64,92,2,8,77,26,25,61,12,5,22,3,5
SN,AS,nidana,797,38,63,89,2,8,77,26,25,59,13,5,23,2,5
SN,AS,nidana,798,38,60,89,1,8,77,26,24,59,13,5,22,2,5
SN,AS,nidana,799,38,58,91,1,8,78,26,24,56,14,5,23,2,5
SN,AS,nidana,800,38,59,92,1,7,78,26,25,58,14,5,23,2,5
SN,AS,nidana,801,37,58,88,1,7,77,26,22,56,15,5,23,2,5
SN,AS,nidana,802,35,57,89,1,7,75,25,22,54,15,5,23,2,5
SN,AS,nidana,803,35,55,85,1,7,72,25,21,58,15,5,21,2,5
SN,AS,nidana,804,35,53,81,1,7,70,24,21,55,16,5,20,2,5
SN,AS,nidana,805,35,52,81,1,7,68,25,23,54,16,5,20,2,5
SN,AS,nidana,806,35,49,79,1,7,63,25,22,54,16,5,19,2,5
SN,AS,nidana,807,34,47,75,1,7,63,25,22,54,15,5,18,2,5
SN,AS,nidana,808,33,47,70,1,7,60,26,26,53,14,5,18,2,5
SN,AS,nidana,809,34,44,68,1,7,64,27,27,55,13,5,20,2,5
SN,AS,nidana,810,33,43,64,1,7,59,25,25,52,13,5,20,2,4
SN,AS,nidana,811,34,46,64,1,7,59,25,25,51,14,5,20,2,4
SN,AS,nidana,812,34,46,70,1,7,58,25,25,56,13,5,22,2,4
SN,AS,nidana,813,32,46,71,2,7,56,25,26,58,12,5,22,2,4
SN,AS,nidana,814,33,46,71,2,8,58,26,26,57,11,5,21,2,4
SN,AS,nidana,815,34,48,72,2,8,58,27,26,58,10,5,23,2,4
SN,AS,nidana,816,36,50,75,2,7,60,27,26,57,10,5,23,2,5
SN,AS,nidana,817,36,49,77,2,7,63,27,26,60,10,5,24,1,5
SN,AS,nidana,818,35,50,79,2,7,66,28,26,61,10,5,24,1,5
SN,AS,nidana,819,39,55,81,2,7,71,31,28,63,10,5,26,1,5
SN,AS,nidana,820,37,52,81,2,7,72,29,28,62,11,5,26,1,4
SN,AS,nidana,821,37,52,78,2,6,72,29,27,63,11,5,27,1,4
SN,AS,nidana,822,37,49,79,2,6,72,28,27,62,11,4,27,1,4
SN,AS,nidana,823,40,50,78,3,6,70,29,27,64,10,4,26,1,4
SN,AS,nidana,824,40,49,77,3,6,72,27,27,66,11,3,26,1,4
SN,AS,nidana,825,40,50,77,3,6,72,28,27,67,11,3,26,2,4
SN,AS,nidana,826,41,50,76,3,6,75,29,27,68,10,3,26,3,4
SN,AS,nidana,827,41,50,75,3,6,70,29,28,68,11,3,26,3,3
SN,AS,nidana,828,41,49,77,3,6,69,28,27,68,10,3,26,3,3
SN,AS,nidana,829,42,51,81,3,6,69,28,26,68,10,3,27,3,3
SN,AS,nidana,830,41,52,82,3,6,68,28,25,67,10,2,26,3,3
SN,AS,nidana,831,41,49,83,3,6,72,28,27,67,10,2,24,3,3
SN,AS,nidana,832,39,50,81,3,6,73,32,28,67,11,2,24,3,3
SN,AS,nidana,833,40,50,80,3,6,72,33,28,63,11,2,24,3,3
SN,AS,nidana,834,40,51,80,3,6,75,32,29,63,11,2,23,4,2
SN,AS,nidana,835,37,51,80,3,7,74,33,29,64,10,2,24,4,2
SN,AS,nidana,836,40,49,78,3,7,75,33,31,63,10,1,23,4,2
SN,AS,nidana,837,37,47,75,3,7,70,30,31,61,11,1,24,4,1
SN,AS,nidana,838,37,46,71,3,6,70,30,31,60,12,1,24,4,1
SN,AS,nidana,839,36,45,63,3,6,67,29,30,54,13,1,24,4,1
SN,AS,nidana,840,36,45,62,3,6,69,27,30,54,14,0,23,4,1
SN,AS,nidana,841,36,44,63,3,5,69,26,29,55,15,0,22,4,1
SN,AS,nidana,842,37,47,65,3,5,68,26,29,53,16,0,22,4,1
SN,AS,nidana,843,38,49,65,3,6,67,26,29,53,16,0,21,4,1
SN,AS,nidana,844,39,50,65,3,5,67,27,28,53,17,0,21,4,1
SN,AS,nidana,845,40,52,66,3,5,66,28,28,52,18,0,21,4,1
SN,AS,nidana,846,40,52,66,3,5,65,27,27,53,19,0,21,4,1
SN,AS,nidana,847,40,51,65,3,5,65,27,27,54,19,0,20,4,1
SN,AS,nidana,848,39,51,65,3,6,64,28,28,55,19,0,20,4,1
SN,AS,nidana,849,39,52,65,3,6,63,28,29,55,18,0,19,5,1
SN,AS,nidana,850,41,51,65,3,6,63,28,29,53,19,0,19,5,1
SN,AS,nidana,851,42,50,66,3,6,64,28,29,53,19,0,19,5,1
SN,AS,nidana,852,42,48,65,3,5,67,28,29,53,20,0,19,5,1
SN,AS,nidana,853,43,49,65,3,5,69,27,29,49,21,0,19,5,1
SN,AS,nidana,854,43,49,65,3,5,67,28,28,51,20,0,19,5,2
SN,AS,nidana,855,45,50,65,3,5,67,27,26,50,20,0,19,5,2
SN,AS,nidana,856,46,50,64,3,4,68,28,26,50,21,0,19,5,2
SN,AS,nidana,857,47,51,64,3,4,67,28,26,50,22,0,19,5,2
SN,AS,nidana,858,47,50,64,3,4,67,26,23,50,23,0,17,5,2
SN,AS,nidana,859,47,50,65,3,4,65,24,22,48,24,0,14,5,2
SN,AS,nidana,860,47,50,66,3,4,65,25,22,48,25,0,14,5,2
SN,AS,nidana,861,48,47,67,3,4,66,25,22,48,25,0,14,5,2
SN,AS,nidana,862,48,48,63,3,4,66,25,20,43,26,0,12,5,2
SN,AS,nidana,863,49,48,63,2,4,68,25,19,41,27,0,12,5,2
SN,AS,nidana,864,49,50,65,2,3,66,24,19,41,28,0,12,5,2
SN,AS,nidana,865,49,48,64,2,3,67,23,20,41,29,0,9,5,2
SN,AS,nidana,866,47,47,61,2,3,64,24,20,41,30,0,9,5,1
SN,AS,nidana,867,49,47,58,2,3,63,24,19,38,31,0,8,5,1
SN,AS,nidana,868,50,47,57,2,3,61,23,19,36,32,0,8,5,1
SN,AS,nidana,869,47,43,54,2,3,58,20,18,34,33,0,6,5,1
SN,AS,nidana,870,48,44,55,2,3,58,20,17,35,33,0,6,5,1
SN,AS,nidana,871,48,44,56,2,3,59,20,17,35,34,0,5,5,1
SN,AS,nidana,872,49,45,55,2,3,61,20,18,35,35,0,5,5,1
SN,AS,nidana,873,47,43,54,1,3,64,18,18,33,35,0,5,5,2
SN,AS,nidana,874,45,44,54,1,3,63,18,19,30,34,0,5,5,2
SN,AS,nidana,875,47,43,52,1,3,65,16,19,29,34,0,5,4,3
SN,AS,nidana,876,48,44,51,1,3,61,15,20,28,35,0,5,3,3
SN,AS,nidana,877,48,43,53,1,3,63,15,18,27,34,0,5,3,4
SN,AS,nidana,878,50,44,50,1,3,63,15,18,27,35,0,5,3,4
SN,AS,nidana,879,51,43,48,1,3,62,15,18,26,36,0,4,2,4
SN,AS,nidana,880,52,42,48,1,3,63,15,19,25,37,0,4,2,4
SN,AS,nidana,881,54,40,46,1,3,61,15,17,23,38,0,3,2,4
SN,AS,nidana,882,55,38,47,1,3,61,11,16,24,38,0,3,2,4
SN,AS,nidana,883,55,38,46,0,3,62,11,17,25,39,0,3,2,4
SN,AS,nidana,884,55,38,45,0,3,60,11,16,23,40,0,3,1,4
SN,AS,nidana,885,56,38,46,0,2,62,9,16,22,41,0,2,1,4
SN,AS,nidana,886,55,37,47,0,2,61,10,14,23,42,0,2,1,4
SN,AS,nidana,887,56,37,48,0,2,62,10,15,23,41,0,1,2,4
SN,AS,nidana,888,56,38,49,0,2,62,10,14,22,41,0,1,2,4
SN,AS,nidana,889,57,36,48,0,2,63,10,15,22,41,0,1,2,4
SN,AS,nidana,890,57,35,48,0,2,61,11,16,23,41,0,1,2,4
SN,AS,nidana,891,58,35,47,0,2,60,12,17,22,41,0,1,2,4
SN,AS,nidana,892,58,34,45,0,2,62,11,17,22,41,0,1,2,4
SN,AS,nidana,893,58,33,44,0,1,62,11,16,23,42,0,1,2,4
SN,AS,nidana,894,57,31,43,0,1,64,10,17,23,42,0,1,2,4
SN,AS,nidana,895,57,29,41,0,1,66,9,18,23,42,0,1,2,4
SN,AS,nidana,896,58,30,42,0,1,67,9,18,23,42,0,0,2,4
SN,AS,nidana,897,59,30,44,0,1,68,9,18,22,42,0,0,2,4
SN,AS,nidana,898,60,32,44,0,0,67,8,18,21,43,0,0,2,4
SN,AS,nidana,899,62,31,44,0,0,67,8,18,21,44,0,0,1,4
SN,AS,nidana,900,61,32,43,0,0,67,9,17,22,44,0,0,1,4
SN,AS,nidana,901,62,32,42,0,0,65,10,18,22,44,0,0,1,4
SN,AS,nidana,902,62,32,42,0,0,63,10,19,23,44,0,0,1,4
SN,AS,nidana,903,62,32,43,0,0,61,10,19,24,44,0,0,1,4
SN,AS,nidana,904,62,32,44,0,0,62,9,20,22,45,0,0,1,3
SN,AS,nidana,905,61,32,43,0,0,61,9,22,23,45,0,0,1,3
SN,AS,nidana,906,61,33,42,0,0,62,8,23,22,45,0,0,1,3
SN,AS,nidana,907,62,33,44,0,0,61,9,23,21,45,0,0,1,3
SN,AS,nidana,908,63,34,45,0,0,61,10,22,20,45,0,0,1,3
SN,AS,nidana,909,64,33,45,0,0,60,10,23,20,45,0,0,1,3
SN,AS,nidana,910,65,32,44,0,0,60,10,23,21,45,0,0,1,3
SN,AS,nidana,911,64,34,44,0,0,60,10,23,20,45,0,0,1,3
SN,AS,nidana,912,64,33,44,0,0,60,10,24,20,45,0,0,1,3
SN,AS,nidana,913,70,46,51,0,0,71,20,28,30,44,0,1,1,3
SN,AS,nidana,914,73,44,52,0,0,74,20,28,31,43,0,1,1,3
SN,AS,nidana,915,73,48,60,0,0,78,23,29,35,43,0,1,1,3
SN,AS,nidana,916,72,47,61,1,0,79,23,29,35,42,0,1,1,3
SN,AS,nidana,917,75,49,64,1,0,80,24,31,38,41,0,1,1,4
SN,AS,nidana,918,78,58,73,1,0,90,30,34,46,40,0,8,1,5
