Text_Type,Book,Chapter,Window,GGL,G,GG,LGG,GGG,GLG,GLL,LLG,L,LGL,LLL,LL,LG,GL
SN,CS,siddi,277,35,20,1,2,15,48,26,2,4,36,0,0,0,0
SN,CS,siddi,278,33,20,1,3,15,47,25,3,4,36,0,0,0,0
SN,CS,siddi,279,31,20,1,4,14,47,25,3,4,36,0,0,0,0
SN,CS,siddi,280,28,20,1,6,14,45,25,3,4,37,0,0,0,0
SN,CS,siddi,281,28,20,1,6,14,43,25,4,4,36,0,0,0,0
SN,CS,siddi,282,27,19,1,8,14,42,24,4,5,35,0,0,0,0
SN,CS,siddi,283,26,19,1,9,15,40,23,4,5,35,0,0,0,0
SN,CS,siddi,284,25,20,1,9,15,39,21,6,4,35,0,0,0,0
SN,CS,siddi,285,24,20,1,10,17,37,20,6,4,34,0,0,0,0
SN,CS,siddi,286,23,20,1,11,18,35,19,7,4,33,0,0,0,0
SN,CS,siddi,287,22,21,1,11,18,36,17,7,3,33,0,0,0,0
SN,CS,siddi,288,21,21,1,11,19,34,16,8,3,33,0,0,0,0
SN,CS,siddi,289,20,21,1,13,20,31,15,9,3,32,0,0,0,0
SN,CS,siddi,290,18,21,1,15,20,30,14,9,3,32,0,0,0,0
SN,CS,siddi,291,16,22,1,16,22,29,12,9,2,32,0,0,0,0
SN,CS,siddi,292,14,22,1,17,22,29,11,9,2,32,0,0,0,0
SN,CS,siddi,293,13,22,1,17,21,29,11,9,2,32,0,0,0,0
SN,CS,siddi,294,12,22,1,17,21,30,10,9,2,31,0,0,0,0
SN,CS,siddi,295,11,22,1,17,21,30,10,9,2,30,0,0,0,0
SN,CS,siddi,296,12,23,1,17,20,29,9,10,1,29,0,0,0,0
SN,CS,siddi,297,11,23,1,17,21,27,8,11,1,29,0,0,0,0
SN,CS,siddi,298,10,23,1,18,21,27,6,11,1,29,0,0,0,0
SN,CS,siddi,299,11,23,1,18,19,27,6,12,1,30,0,0,0,0
SN,CS,siddi,300,12,24,0,17,21,28,5,11,1,31,0,0,0,0
SN,CS,siddi,301,13,24,0,17,21,28,5,11,1,30,0,0,0,0
SN,CS,siddi,302,12,24,0,18,22,29,5,10,1,29,0,0,0,0
SN,CS,siddi,303,13,24,0,17,21,30,6,9,1,29,0,0,0,0
SN,CS,siddi,304,14,24,0,16,22,29,5,10,1,29,0,0,0,0
SN,CS,siddi,305,15,24,0,14,23,29,5,11,1,28,0,0,0,0
SN,CS,siddi,306,15,24,0,15,23,28,5,10,1,29,0,0,0,0
SN,CS,siddi,307,17,25,0,14,22,28,5,10,0,29,0,0,0,0
SN,CS,siddi,308,16,25,0,13,21,28,7,11,0,29,0,0,0,0
SN,CS,siddi,309,16,25,0,15,22,27,8,9,0,28,0,0,0,0
SN,CS,siddi,310,16,25,0,14,22,27,8,10,0,28,0,0,0,0
SN,CS,siddi,311,17,25,0,13,20,29,8,10,0,28,0,0,0,0
SN,CS,siddi,312,17,25,0,14,20,27,9,10,0,28,0,0,0,0
SN,CS,siddi,313,18,25,0,14,20,28,9,9,0,27,0,0,0,0
SN,CS,siddi,314,19,25,0,12,20,29,9,9,0,27,0,0,0,0
SN,CS,siddi,315,19,25,0,11,20,29,9,10,0,27,0,0,0,0
SN,CS,siddi,316,19,25,0,10,20,29,10,10,0,27,0,0,0,0
SN,CS,siddi,317,18,25,0,10,21,29,10,10,0,27,0,0,0,0
SN,CS,siddi,318,18,25,0,10,21,29,10,10,0,27,0,0,0,0
SN,CS,siddi,319,18,25,0,10,22,27,10,11,0,27,0,0,0,0
SN,CS,siddi,320,18,24,0,10,22,26,10,12,1,27,0,0,0,0
SN,CS,siddi,321,16,24,0,12,23,26,10,11,1,27,0,0,0,0
SN,CS,siddi,322,16,24,0,12,24,27,10,10,1,26,0,0,0,0
SN,CS,siddi,323,15,24,0,11,25,26,10,11,1,27,0,0,0,0
SN,CS,siddi,324,15,23,0,10,25,27,11,10,2,27,0,0,0,0
SN,CS,siddi,325,14,23,0,11,24,28,11,10,2,27,0,0,0,0
SN,CS,siddi,326,13,23,0,11,24,29,11,10,2,27,0,0,0,0
SN,CS,siddi,327,13,23,0,10,24,30,11,10,2,27,0,0,0,0
SN,CS,siddi,328,13,23,0,10,26,28,10,11,2,27,0,0,0,0
SN,CS,siddi,329,13,23,0,10,25,27,12,11,2,27,0,0,0,0
SN,CS,siddi,330,13,23,0,11,25,28,11,10,2,27,0,0,0,0
SN,CS,siddi,331,12,23,0,10,28,28,10,11,2,26,0,0,0,0
SN,CS,siddi,332,10,23,0,9,28,28,11,12,2,27,0,0,0,0
SN,CS,siddi,333,10,23,0,9,30,29,9,11,2,27,0,0,0,0
SN,CS,siddi,334,12,23,0,7,30,30,8,11,2,27,0,0,0,0
SN,CS,siddi,335,12,23,0,8,30,30,8,10,2,27,0,0,0,0
SN,CS,siddi,336,12,23,0,8,31,28,8,10,2,28,0,0,0,0
SN,CS,siddi,337,11,23,0,8,32,27,7,12,2,28,0,0,0,0
SN,CS,siddi,338,10,23,0,9,30,29,7,12,2,28,0,0,0,0
SN,CS,siddi,339,10,23,0,9,30,30,7,11,2,28,0,0,0,0
SN,CS,siddi,340,10,23,0,9,31,29,7,11,2,28,0,0,0,0
SN,CS,siddi,341,10,23,0,11,29,28,7,12,2,28,0,0,0,0
SN,CS,siddi,342,10,23,0,10,30,26,8,13,2,28,0,0,0,0
SN,CS,siddi,343,10,23,0,10,32,25,7,13,2,28,0,0,0,0
SN,CS,siddi,344,9,23,0,10,33,25,8,12,2,28,0,0,0,0
SN,CS,siddi,345,10,23,0,10,32,25,8,12,2,28,0,0,0,0
SN,CS,siddi,346,10,23,0,9,33,25,8,12,2,28,0,0,0,0
SN,CS,siddi,347,10,22,0,9,33,25,8,12,3,28,0,0,0,0
SN,CS,siddi,348,11,22,0,9,33,25,8,11,3,28,0,0,0,0
SN,CS,siddi,349,11,23,0,9,33,25,8,11,2,28,0,0,0,0
SN,CS,siddi,350,11,23,0,8,33,25,9,11,2,28,0,0,0,0
SN,CS,siddi,351,11,23,0,9,33,24,9,11,2,28,0,0,0,0
SN,CS,siddi,352,11,23,0,9,32,24,9,11,2,29,0,0,0,0
SN,CS,siddi,353,12,23,0,9,31,25,9,10,2,29,0,0,0,0
SN,CS,siddi,354,11,23,0,10,32,26,8,9,2,29,0,0,0,0
SN,CS,siddi,355,10,23,0,10,31,27,9,9,2,29,0,0,0,0
SN,CS,siddi,356,10,23,0,10,29,29,9,9,2,29,0,0,0,0
SN,CS,siddi,357,10,23,0,10,30,29,8,10,2,28,0,0,0,0
SN,CS,siddi,358,10,22,0,11,30,27,9,10,3,28,0,0,0,0
SN,CS,siddi,359,8,22,0,11,30,29,9,10,3,28,0,0,0,0
SN,CS,siddi,360,8,22,0,10,29,28,10,12,3,28,0,0,0,0
SN,CS,siddi,361,7,22,0,10,31,29,10,11,3,27,0,0,0,0
SN,CS,siddi,362,7,22,0,9,32,31,10,9,3,27,0,0,0,0
SN,CS,siddi,363,7,22,0,8,33,31,10,9,3,27,0,0,0,0
SN,CS,siddi,364,6,21,0,8,34,29,11,10,4,27,0,0,0,0
SN,CS,siddi,365,6,21,0,8,33,30,12,9,4,27,0,0,0,0
SN,CS,siddi,366,6,21,0,7,35,30,11,9,4,27,0,0,0,0
SN,CS,siddi,367,6,20,0,7,34,33,10,8,5,27,0,0,0,0
SN,CS,siddi,368,6,20,0,7,33,32,10,9,5,28,0,0,0,0
SN,CS,siddi,369,6,20,0,8,32,32,9,10,5,28,0,0,0,0
SN,CS,siddi,370,5,21,0,9,33,33,8,9,4,28,0,0,0,0
SN,CS,siddi,371,7,21,0,8,32,32,8,10,4,28,0,0,0,0
SN,CS,siddi,372,9,22,0,8,31,31,8,10,3,28,0,0,0,0
SN,CS,siddi,373,8,22,0,9,31,31,8,11,3,27,0,0,0,0
SN,CS,siddi,374,7,21,0,9,32,33,7,11,3,26,0,1,0,0
SN,CS,siddi,375,7,21,0,9,32,34,6,11,3,26,0,1,0,0
SN,CS,siddi,376,7,21,0,10,31,34,6,11,3,26,0,1,0,0
SN,CS,siddi,377,7,21,0,10,33,33,6,11,3,25,0,1,0,0
SN,CS,siddi,378,7,21,0,10,32,33,7,11,3,25,0,1,0,0
SN,CS,siddi,379,7,21,0,10,31,35,6,11,3,25,0,1,0,0
SN,CS,siddi,380,8,20,0,9,34,34,5,12,3,24,0,1,1,0
SN,CS,siddi,381,8,20,0,9,35,33,5,11,3,25,0,1,1,0
SN,CS,siddi,382,10,19,0,9,38,33,6,10,3,25,0,1,2,0
SN,CS,siddi,383,10,19,0,9,39,34,5,10,2,24,0,1,2,0
SN,CS,siddi,384,10,18,1,10,38,31,6,11,2,23,0,1,2,0
SN,CS,siddi,385,10,17,1,11,37,32,6,10,3,23,0,1,2,0
SN,CS,siddi,386,10,17,1,11,36,32,6,10,3,24,0,1,2,0
SN,CS,siddi,387,10,17,1,11,36,31,7,10,3,24,0,1,2,0
SN,CS,siddi,388,10,17,1,11,37,30,7,10,3,24,0,1,2,0
SN,CS,siddi,389,11,18,1,11,35,31,6,10,2,25,0,1,2,0
SN,CS,siddi,390,11,18,1,10,36,31,5,11,2,25,0,1,2,0
SN,CS,siddi,391,11,18,1,9,35,32,5,10,2,26,1,1,2,0
SN,CS,siddi,392,12,19,1,9,36,30,5,10,1,26,1,1,2,0
SN,CS,siddi,393,11,19,1,10,36,31,5,10,1,25,1,1,2,0
SN,CS,siddi,394,11,19,1,9,37,32,5,9,1,25,1,1,2,0
SN,CS,siddi,395,11,19,1,10,36,32,5,9,1,25,1,1,2,0
SN,CS,siddi,396,9,19,1,11,35,33,5,10,1,25,1,1,2,0
SN,CS,siddi,397,7,19,1,12,35,33,5,11,1,25,1,1,2,0
SN,CS,siddi,398,7,19,1,11,35,32,5,11,1,27,1,1,2,0
SN,CS,siddi,399,8,19,1,11,35,30,5,11,2,28,1,0,2,0
SN,CS,siddi,400,9,19,1,12,35,27,5,11,2,29,1,0,2,0
SN,CS,siddi,401,9,19,1,10,36,27,5,12,2,29,1,0,2,0
SN,CS,siddi,402,9,19,1,10,35,28,5,12,2,29,1,0,2,0
SN,CS,siddi,403,8,18,1,10,37,28,4,12,3,29,1,0,2,0
SN,CS,siddi,404,9,18,1,9,37,27,4,13,3,29,1,0,2,0
SN,CS,siddi,405,9,19,1,9,34,28,5,12,3,30,1,0,1,0
SN,CS,siddi,406,9,19,1,9,32,28,6,12,3,31,1,0,1,0
SN,CS,siddi,407,7,20,1,9,30,28,6,11,3,31,1,0,0,0
SN,CS,siddi,408,7,21,1,8,29,27,6,12,3,33,1,0,0,0
SN,CS,siddi,409,8,22,0,7,30,27,5,12,3,35,1,0,0,0
SN,CS,siddi,410,9,23,0,6,30,28,4,12,2,35,1,0,0,0
SN,CS,siddi,411,10,23,0,7,28,28,5,12,2,34,1,0,0,0
SN,CS,siddi,412,10,23,0,7,28,29,4,12,2,34,1,0,0,0
SN,CS,siddi,413,11,23,0,7,26,28,4,13,2,35,1,0,0,0
SN,CS,siddi,414,11,23,0,7,28,27,4,13,2,34,1,0,0,0
SN,CS,siddi,415,11,23,0,7,28,27,4,12,2,35,1,0,0,0
SN,CS,siddi,416,11,22,0,8,27,28,5,12,3,34,0,0,0,0
SN,CS,siddi,417,12,21,0,8,28,28,5,12,3,33,0,0,1,0
SN,CS,siddi,418,12,21,0,9,27,28,6,11,3,33,0,0,1,0
SN,CS,siddi,419,13,20,0,10,27,26,6,11,3,33,1,0,1,0
SN,CS,siddi,420,13,19,0,9,27,24,7,12,3,32,1,0,1,1
SN,CS,siddi,421,14,19,0,9,27,23,7,12,3,32,1,0,1,1
SN,CS,siddi,422,14,19,0,8,26,24,7,12,3,33,1,0,1,1
SN,CS,siddi,423,15,19,0,9,26,25,7,11,3,31,1,0,1,1
SN,CS,siddi,424,15,20,0,9,26,24,7,11,2,32,1,0,1,1
SN,CS,siddi,425,16,20,0,8,25,24,7,12,2,32,1,0,1,1
SN,CS,siddi,426,16,19,0,9,25,22,8,12,3,32,1,0,1,1
SN,CS,siddi,427,17,19,0,9,25,21,8,12,3,32,1,0,1,1
SN,CS,siddi,428,17,19,0,9,24,21,8,13,3,32,1,0,1,1
SN,CS,siddi,429,16,18,0,10,25,20,8,13,4,32,1,0,1,1
SN,CS,siddi,430,15,18,0,10,28,19,7,13,4,32,1,0,1,1
SN,CS,siddi,431,15,18,0,11,28,19,6,14,4,31,1,0,1,1
SN,CS,siddi,432,15,18,0,11,27,19,5,16,4,31,1,0,1,1
SN,CS,siddi,433,16,18,0,11,26,20,5,16,4,30,1,0,1,1
SN,CS,siddi,434,15,18,0,11,27,21,5,16,4,29,1,0,1,1
SN,CS,siddi,435,14,18,0,11,29,21,5,15,4,29,1,0,1,1
SN,CS,siddi,436,14,18,0,10,31,20,4,16,4,29,1,0,1,1
SN,CS,siddi,437,14,18,0,10,31,19,5,16,4,29,1,0,1,1
SN,CS,siddi,438,13,18,0,10,33,19,5,15,4,29,1,0,1,1
SN,CS,siddi,439,12,18,0,10,33,20,6,14,4,29,1,0,1,1
SN,CS,siddi,440,12,18,0,11,33,20,6,14,4,28,1,0,1,1
SN,CS,siddi,441,12,19,0,10,35,19,6,14,3,28,1,0,1,1
SN,CS,siddi,442,10,20,0,11,33,20,6,14,3,29,1,0,0,1
SN,CS,siddi,443,11,20,0,10,34,20,5,14,3,29,1,0,0,1
SN,CS,siddi,444,10,21,0,10,33,21,6,14,3,29,0,0,0,1
SN,CS,siddi,445,11,22,0,9,33,23,5,13,3,31,0,0,0,0
SN,CS,siddi,446,10,22,0,9,34,24,5,12,3,31,0,0,0,0
SN,CS,siddi,447,11,22,0,10,34,23,5,12,3,30,0,0,0,0
SN,CS,siddi,448,10,22,0,9,35,23,5,13,3,30,0,0,0,0
SN,CS,siddi,449,10,22,0,9,34,24,5,13,3,30,0,0,0,0
SN,CS,siddi,450,9,22,0,9,36,24,5,13,3,29,0,0,0,0
SN,CS,siddi,451,9,23,0,9,36,24,5,13,2,29,0,0,0,0
SN,CS,siddi,452,8,23,0,10,35,23,5,15,2,29,0,0,0,0
SN,CS,siddi,453,7,23,0,10,37,22,5,15,2,29,0,0,0,0
SN,CS,siddi,454,8,24,0,11,36,21,6,14,1,29,0,0,0,0
SN,CS,siddi,455,10,24,0,11,34,21,6,14,1,29,0,0,0,0
SN,CS,siddi,456,10,24,0,10,35,22,6,14,1,28,0,0,0,0
SN,CS,siddi,457,10,24,0,11,34,23,6,13,1,28,0,0,0,0
SN,CS,siddi,458,9,24,0,11,35,22,7,13,1,28,0,0,0,0
SN,CS,siddi,459,10,24,0,11,34,22,8,12,1,28,0,0,0,0
SN,CS,siddi,460,11,23,0,11,33,21,8,13,2,28,0,0,0,0
SN,CS,siddi,461,10,23,0,12,32,22,8,13,2,28,0,0,0,0
SN,CS,siddi,462,11,23,0,12,31,23,7,13,2,28,0,0,0,0
SN,CS,siddi,463,12,23,0,13,30,22,8,13,2,27,0,0,0,0
SN,CS,siddi,464,13,23,0,13,30,22,7,13,2,27,0,0,0,0
SN,CS,siddi,465,13,23,0,13,29,22,7,14,2,27,0,0,0,0
SN,CS,siddi,466,13,23,0,13,29,23,6,14,2,27,0,0,0,0
SN,CS,siddi,467,13,23,0,12,30,22,6,15,2,27,0,0,0,0
SN,CS,siddi,468,12,23,0,11,30,23,6,15,2,28,0,0,0,0
SN,CS,siddi,469,12,23,0,11,30,22,6,15,2,29,0,0,0,0
SN,CS,siddi,470,11,23,0,12,30,21,6,17,2,28,0,0,0,0
SN,CS,siddi,471,12,23,0,12,29,21,7,16,2,28,0,0,0,0
SN,CS,siddi,472,11,23,0,12,30,22,7,15,2,28,0,0,0,0
SN,CS,siddi,473,11,23,0,12,31,21,7,15,2,28,0,0,0,0
SN,CS,siddi,474,10,23,0,12,33,21,7,15,2,27,0,0,0,0
SN,CS,siddi,475,9,23,0,13,32,21,8,15,2,27,0,0,0,0
SN,CS,siddi,476,9,22,0,12,33,23,7,14,3,27,0,0,0,0
SN,CS,siddi,477,10,22,0,12,33,24,7,12,3,27,0,0,0,0
SN,CS,siddi,478,10,23,0,13,31,25,8,11,2,27,0,0,0,0
SN,CS,siddi,479,9,22,0,11,32,26,9,11,3,27,0,0,0,0
SN,CS,siddi,480,7,22,0,12,31,26,9,12,3,28,0,0,0,0
SN,CS,siddi,481,8,22,0,12,31,24,9,12,3,29,0,0,0,0
SN,CS,siddi,482,9,22,0,12,32,23,9,11,3,29,0,0,0,0
SN,CS,siddi,483,10,22,0,13,30,25,8,10,3,29,0,0,0,0
SN,CS,siddi,484,9,22,0,14,30,25,7,10,3,30,0,0,0,0
SN,CS,siddi,485,9,23,0,14,31,25,7,9,2,30,0,0,0,0
SN,CS,siddi,486,11,23,0,13,30,26,7,8,2,30,0,0,0,0
SN,CS,siddi,487,13,22,0,13,29,24,7,9,3,30,0,0,0,0
SN,CS,siddi,488,12,22,0,14,29,24,6,10,3,30,0,0,0,0
SN,CS,siddi,489,12,22,0,14,28,23,6,12,3,30,0,0,0,0
SN,CS,siddi,490,12,22,0,13,29,24,6,11,3,30,0,0,0,0
SN,CS,siddi,491,13,22,0,13,28,24,6,11,3,30,0,0,0,0
SN,CS,siddi,492,14,22,0,13,27,24,7,10,3,30,0,0,0,0
SN,CS,siddi,493,15,22,0,14,27,22,7,11,3,29,0,0,0,0
SN,CS,siddi,494,15,22,0,13,28,24,6,11,3,28,0,0,0,0
SN,CS,siddi,495,15,22,0,12,31,24,6,9,3,28,0,0,0,0
SN,CS,siddi,496,14,22,0,11,34,24,5,9,3,28,0,0,0,0
SN,CS,siddi,497,16,22,0,10,33,23,5,10,3,28,0,0,0,0
SN,CS,siddi,498,17,22,0,10,31,23,6,10,3,28,0,0,0,0
SN,CS,siddi,499,19,22,0,10,29,22,6,11,3,28,0,0,0,0
SN,CS,siddi,500,20,22,0,9,29,23,5,11,3,28,0,0,0,0
SN,CS,siddi,501,20,23,0,11,28,21,5,12,2,28,0,0,0,0
SN,CS,siddi,502,19,23,0,11,27,21,5,14,2,28,0,0,0,0
SN,CS,siddi,503,20,23,0,10,28,20,4,15,2,28,0,0,0,0
SN,CS,siddi,504,21,24,0,11,27,19,2,15,1,30,0,0,0,0
SN,CS,siddi,505,21,24,0,11,27,19,3,15,1,29,0,0,0,0
SN,CS,siddi,506,22,24,0,12,27,19,3,14,1,28,0,0,0,0
SN,CS,siddi,507,21,24,0,12,27,19,3,14,1,29,0,0,0,0
SN,CS,siddi,508,21,24,0,11,27,18,3,15,1,30,0,0,0,0
SN,CS,siddi,509,23,24,0,10,26,17,3,17,1,29,0,0,0,0
SN,CS,siddi,510,23,24,0,10,25,17,3,18,1,29,0,0,0,0
SN,CS,siddi,511,21,24,0,11,26,15,3,19,1,30,0,0,0,0
SN,CS,siddi,512,18,24,0,11,27,17,4,18,1,30,0,0,0,0
SN,CS,siddi,513,18,24,0,9,27,20,4,17,1,30,0,0,0,0
SN,CS,siddi,514,17,24,0,9,26,22,5,15,1,31,0,0,0,0
SN,CS,siddi,515,17,24,0,9,27,21,5,15,1,31,0,0,0,0
SN,CS,siddi,516,16,24,0,9,29,20,5,15,1,31,0,0,0,0
SN,CS,siddi,517,15,24,0,9,30,21,4,15,1,31,0,0,0,0
SN,CS,siddi,518,14,24,0,8,30,22,4,16,1,31,0,0,0,0
SN,CS,siddi,519,14,24,0,8,28,22,5,17,1,31,0,0,0,0
SN,CS,siddi,520,15,24,0,9,25,21,5,18,1,32,0,0,0,0
SN,CS,siddi,521,15,24,0,9,25,21,5,18,1,32,0,0,0,0
SN,CS,siddi,522,13,24,0,9,25,22,5,18,1,33,0,0,0,0
SN,CS,siddi,523,13,24,0,9,25,23,4,18,1,33,0,0,0,0
SN,CS,siddi,524,13,24,0,9,25,23,4,18,1,33,0,0,0,0
SN,CS,siddi,525,12,24,0,11,25,23,4,17,1,33,0,0,0,0
SN,CS,siddi,526,12,24,0,10,25,24,4,17,1,33,0,0,0,0
SN,CS,siddi,527,12,24,0,10,25,24,5,16,1,33,0,0,0,0
SN,CS,siddi,528,11,24,0,11,25,24,5,16,1,33,0,0,0,0
SN,CS,siddi,529,11,24,0,10,25,25,5,18,1,31,0,0,0,0
SN,CS,siddi,530,12,24,0,9,27,24,4,18,1,31,0,0,0,0
SN,CS,siddi,531,10,24,0,8,27,26,4,19,1,31,0,0,0,0
SN,CS,siddi,532,10,23,0,7,28,27,4,19,2,30,0,0,0,0
SN,CS,siddi,533,9,23,0,7,29,27,4,19,2,30,0,0,0,0
SN,CS,siddi,534,7,23,0,7,31,29,4,17,2,30,0,0,0,0
SN,CS,siddi,535,6,23,0,8,31,29,5,16,2,30,0,0,0,0
SN,CS,siddi,536,6,23,0,8,32,29,5,16,2,29,0,0,0,0
SN,CS,siddi,537,7,24,0,8,31,28,5,17,1,29,0,0,0,0
SN,CS,siddi,538,9,24,0,8,31,25,5,18,1,29,0,0,0,0
SN,CS,siddi,539,9,23,0,9,32,25,4,18,2,28,0,0,0,0
SN,CS,siddi,540,10,23,0,9,29,26,5,18,2,28,0,0,0,0
SN,CS,siddi,541,11,23,0,9,27,27,5,18,2,28,0,0,0,0
SN,CS,siddi,542,12,23,0,9,27,26,5,18,2,28,0,0,0,0
SN,CS,siddi,543,12,23,0,9,27,27,6,16,2,28,0,0,0,0
SN,CS,siddi,544,13,22,0,9,28,25,5,16,3,29,0,0,0,0
SN,CS,siddi,545,12,22,0,8,31,26,5,15,3,28,0,0,0,0
SN,CS,siddi,546,12,22,0,9,29,26,5,16,3,28,0,0,0,0
SN,CS,siddi,547,12,22,0,9,30,26,6,15,3,27,0,0,0,0
SN,CS,siddi,548,12,22,0,9,30,25,6,15,3,28,0,0,0,0
SN,CS,siddi,549,11,22,0,10,30,25,6,15,3,28,0,0,0,0
SN,CS,siddi,550,12,22,0,9,29,25,6,16,3,28,0,0,0,0
SN,CS,siddi,551,12,22,0,8,31,25,6,15,3,28,0,0,0,0
SN,CS,siddi,552,13,22,0,7,33,24,5,15,3,28,0,0,0,0
SN,CS,siddi,553,14,21,0,8,31,25,5,14,4,28,0,0,0,0
SN,CS,siddi,554,13,20,0,8,32,27,5,12,4,28,0,0,0,0
SN,CS,siddi,555,12,20,0,9,32,28,5,11,4,28,0,0,0,0
