Text_Type,Book,Chapter,Window,LLG,LGG,LL,G,GGL,GLG,GLL,LGL,LG,GGG,LLL,GG,GL,L
SN,CS,indriya,446,33,26,0,62,39,74,19,85,2,95,1,3,0,8
SN,CS,indriya,447,34,27,0,62,39,73,18,85,2,95,1,3,0,8
SN,CS,indriya,448,34,28,0,62,39,73,18,84,2,95,1,3,0,8
SN,CS,indriya,449,34,29,0,61,39,75,17,83,2,94,1,3,0,9
SN,CS,indriya,450,34,29,0,61,40,74,18,82,2,94,1,3,0,9
SN,CS,indriya,451,33,29,0,62,40,75,18,81,2,95,1,3,0,8
SN,CS,indriya,452,33,28,0,61,41,73,19,82,2,95,1,3,0,9
SN,CS,indriya,453,32,29,0,60,40,72,19,82,2,97,1,3,0,10
SN,CS,indriya,454,33,29,0,59,40,72,19,82,2,96,1,3,0,11
SN,CS,indriya,455,34,30,0,58,39,71,18,83,2,96,1,3,0,12
SN,CS,indriya,456,34,27,0,58,40,73,17,83,2,97,1,3,0,12
SN,CS,indriya,457,33,28,0,58,40,73,17,83,2,97,1,3,0,12
SN,CS,indriya,458,33,28,0,58,40,71,17,83,2,99,1,3,0,12
SN,CS,indriya,459,33,28,0,57,40,70,17,85,2,98,1,3,0,13
SN,CS,indriya,460,34,29,0,58,40,68,16,85,2,99,1,3,0,12
SN,CS,indriya,461,35,29,0,58,39,65,17,86,2,100,1,3,0,12
SN,CS,indriya,462,35,29,0,57,40,64,18,86,2,99,1,3,0,13
SN,CS,indriya,463,35,28,0,57,41,65,17,86,2,99,1,3,0,13
SN,CS,indriya,464,35,28,0,57,41,67,17,86,2,97,1,3,0,13
SN,CS,indriya,465,35,29,0,57,42,67,17,85,2,96,1,3,0,13
SN,CS,indriya,466,35,30,0,57,41,67,17,86,2,95,1,3,0,13
SN,CS,indriya,467,35,32,0,58,41,66,17,87,1,92,1,3,0,13
SN,CS,indriya,468,35,33,0,59,42,66,17,87,1,90,1,3,0,12
SN,CS,indriya,469,37,32,0,59,41,65,17,88,1,90,1,3,0,12
SN,CS,indriya,470,37,32,0,59,41,66,17,87,1,90,1,3,0,12
SN,CS,indriya,471,38,31,0,59,41,65,17,88,1,90,1,3,0,12
SN,CS,indriya,472,37,30,0,60,42,65,17,90,1,91,1,2,0,12
SN,CS,indriya,473,38,30,0,59,41,65,17,90,1,91,1,2,0,13
SN,CS,indriya,474,38,30,0,60,42,64,17,91,1,90,1,2,0,12
SN,CS,indriya,475,38,32,0,60,42,63,19,91,1,87,1,2,0,12
SN,CS,indriya,476,38,32,0,60,44,61,19,92,1,86,1,2,0,12
SN,CS,indriya,477,38,33,0,60,43,59,19,92,1,88,1,2,0,12
SN,CS,indriya,478,38,32,0,60,42,59,19,94,1,88,1,2,0,12
SN,CS,indriya,479,39,31,0,60,43,59,19,94,1,87,1,2,0,12
SN,CS,indriya,480,39,32,0,60,45,57,20,94,1,85,1,2,0,12
SN,CS,indriya,481,38,32,0,60,45,57,21,93,1,86,1,2,0,12
SN,CS,indriya,482,39,33,0,60,45,55,22,93,1,85,1,2,0,12
SN,CS,indriya,483,39,33,0,60,46,55,21,93,1,85,1,2,0,12
SN,CS,indriya,484,39,34,0,60,48,54,21,93,1,83,1,2,0,12
SN,CS,indriya,485,39,34,0,60,48,54,22,92,1,83,1,2,0,12
SN,CS,indriya,486,38,34,0,60,49,52,22,92,1,85,1,2,0,12
SN,CS,indriya,487,36,34,0,60,51,53,22,92,1,84,1,2,0,12
SN,CS,indriya,488,35,36,0,59,52,51,22,93,1,83,1,2,0,13
SN,CS,indriya,489,35,36,0,59,52,51,22,93,1,83,1,2,0,13
SN,CS,indriya,490,34,36,0,58,52,54,22,92,2,82,2,2,0,13
SN,CS,indriya,491,34,37,0,58,51,55,22,92,2,81,2,2,0,13
SN,CS,indriya,492,34,39,0,57,51,56,23,92,2,81,2,2,0,13
SN,CS,indriya,493,35,39,0,56,51,54,24,91,2,80,2,3,0,13
SN,CS,indriya,494,36,39,0,56,51,54,24,91,2,79,2,3,0,13
SN,CS,indriya,495,36,39,0,56,51,54,23,91,2,80,2,3,0,13
SN,CS,indriya,496,38,39,0,55,52,53,23,91,2,78,2,3,0,14
SN,CS,indriya,497,39,39,0,55,53,51,24,91,2,77,2,3,0,14
SN,CS,indriya,498,39,39,0,55,52,52,24,91,2,77,2,3,0,14
SN,CS,indriya,499,38,40,0,54,51,54,24,91,2,76,2,3,0,15
SN,CS,indriya,500,38,41,0,54,50,54,25,91,2,75,2,3,0,15
SN,CS,indriya,501,38,42,0,54,48,56,25,91,2,74,2,3,0,15
SN,CS,indriya,502,39,43,0,54,48,55,25,91,2,73,2,3,0,15
SN,CS,indriya,503,38,44,0,54,47,56,25,92,2,72,2,3,0,15
SN,CS,indriya,504,38,45,0,54,49,56,24,92,2,70,2,3,0,15
SN,CS,indriya,505,37,46,0,54,47,59,24,92,2,69,2,3,0,15
SN,CS,indriya,506,37,46,0,54,48,57,24,93,2,69,2,3,0,15
SN,CS,indriya,507,36,45,0,54,48,58,24,93,2,70,2,3,0,15
SN,CS,indriya,508,36,45,0,54,50,59,23,93,2,68,2,3,0,15
SN,CS,indriya,509,36,45,0,55,48,60,24,94,1,67,1,3,0,15
SN,CS,indriya,510,37,44,0,54,48,59,25,93,1,68,1,3,0,16
SN,CS,indriya,511,38,43,0,55,50,59,25,93,1,67,1,2,0,16
SN,CS,indriya,512,37,42,0,55,51,60,24,94,1,69,1,1,0,17
SN,CS,indriya,513,36,41,0,55,52,62,24,94,1,68,1,1,0,17
SN,CS,indriya,514,36,40,0,55,52,64,23,94,1,68,1,1,0,17
SN,CS,indriya,515,35,40,0,55,52,65,23,93,1,69,1,1,0,17
SN,CS,indriya,516,36,41,0,54,51,65,24,93,1,67,1,1,0,18
SN,CS,indriya,517,36,40,0,54,51,67,24,93,1,66,1,1,0,18
SN,CS,indriya,518,36,41,0,54,51,66,23,94,1,66,1,1,0,18
SN,CS,indriya,519,35,40,0,54,51,68,22,95,1,66,1,1,0,18
SN,CS,indriya,520,35,40,0,54,49,70,23,96,1,64,1,1,0,18
SN,CS,indriya,521,35,40,0,54,50,71,22,96,1,63,1,1,0,18
SN,CS,indriya,522,35,40,0,54,51,71,22,96,1,62,1,1,0,18
SN,CS,indriya,523,34,39,0,53,53,71,22,96,1,62,1,1,0,19
SN,CS,indriya,524,35,38,0,54,53,70,23,96,1,62,1,1,0,18
SN,CS,indriya,525,35,38,0,54,52,70,22,97,1,63,1,1,0,18
SN,CS,indriya,526,36,38,0,54,52,69,22,99,1,61,1,1,0,18
SN,CS,indriya,527,37,38,0,55,51,70,22,98,1,61,1,1,0,17
SN,CS,indriya,528,39,37,0,55,52,69,22,98,1,60,1,1,0,17
SN,CS,indriya,529,38,36,0,56,53,69,22,99,1,60,1,1,0,16
SN,CS,indriya,530,38,35,0,57,55,69,22,99,1,59,1,1,0,15
SN,CS,indriya,531,38,37,0,57,55,67,23,99,1,58,1,1,0,15
SN,CS,indriya,532,39,36,0,58,54,66,23,100,1,59,1,1,0,14
SN,CS,indriya,533,39,35,0,58,55,66,23,100,1,59,1,1,0,14
SN,CS,indriya,534,40,36,0,59,55,66,22,98,1,60,1,1,0,13
SN,CS,indriya,535,40,35,0,59,55,66,23,97,1,61,1,1,0,13
SN,CS,indriya,536,40,36,0,60,56,66,22,96,1,61,1,1,0,12
SN,CS,indriya,537,40,35,0,61,54,67,22,96,1,63,1,1,0,11
SN,CS,indriya,538,40,34,0,61,53,68,22,96,1,64,1,1,0,11
SN,CS,indriya,539,41,34,0,61,53,66,22,96,1,65,1,1,0,11
SN,CS,indriya,540,41,33,0,61,53,65,22,98,1,65,1,1,0,11
SN,CS,indriya,541,41,33,0,62,53,65,22,97,1,66,1,1,0,10
SN,CS,indriya,542,40,31,0,62,53,66,21,97,1,69,1,1,0,10
SN,CS,indriya,543,41,29,0,62,52,66,23,97,1,69,1,1,0,10
SN,CS,indriya,544,40,29,0,61,54,65,23,96,1,70,1,1,0,11
SN,CS,indriya,545,39,31,0,61,54,66,23,96,1,68,1,1,0,11
SN,CS,indriya,546,38,32,0,61,53,67,24,95,1,68,1,1,0,11
SN,CS,indriya,547,38,32,0,60,53,67,23,95,1,69,1,1,0,12
SN,CS,indriya,548,39,32,0,61,53,66,23,94,1,70,1,1,0,11
SN,CS,indriya,549,39,32,0,61,52,66,23,93,1,72,1,1,0,11
SN,CS,indriya,550,40,30,0,61,53,67,21,94,1,72,1,1,0,11
SN,CS,indriya,551,40,30,0,61,52,68,21,93,1,73,1,1,0,11
SN,CS,indriya,552,40,29,0,61,53,68,21,94,1,72,1,1,0,11
SN,CS,indriya,553,41,29,0,61,52,68,22,93,1,72,1,1,0,11
SN,CS,indriya,554,40,30,0,61,51,69,23,93,1,71,1,1,0,11
SN,CS,indriya,555,41,31,0,61,49,70,22,93,1,71,1,1,0,11
SN,CS,indriya,556,41,31,0,60,49,71,22,93,1,70,1,1,0,12
SN,CS,indriya,557,40,30,0,59,50,72,21,94,1,70,1,1,0,13
SN,CS,indriya,558,39,30,0,58,49,74,22,94,1,69,1,1,0,14
SN,CS,indriya,559,40,29,0,58,48,75,22,93,1,70,1,1,0,14
SN,CS,indriya,560,42,30,0,58,49,74,20,93,1,69,1,1,0,14
SN,CS,indriya,561,42,30,0,58,48,77,20,94,1,66,1,1,0,14
SN,CS,indriya,562,44,30,0,58,46,77,20,94,1,66,1,1,0,14
SN,CS,indriya,563,44,29,0,59,45,79,21,93,1,66,1,1,0,13
SN,CS,indriya,564,43,29,0,58,44,79,21,93,1,68,1,1,0,14
SN,CS,indriya,565,43,30,0,59,44,78,21,95,0,66,0,1,0,14
SN,CS,indriya,566,44,29,0,59,43,79,21,95,0,66,0,1,0,14
SN,CS,indriya,567,45,28,0,60,43,79,20,95,0,63,0,1,0,14
SN,CS,indriya,568,44,28,0,60,44,81,21,96,0,63,0,0,0,14
SN,CS,indriya,569,43,29,0,60,43,81,21,97,0,63,0,0,0,14
SN,CS,indriya,570,43,29,0,60,44,81,21,97,0,62,0,0,0,14
SN,CS,indriya,571,42,29,0,61,43,82,21,97,0,63,0,0,0,13
SN,CS,indriya,572,42,28,0,61,43,82,20,97,0,65,0,0,0,13
SN,CS,indriya,573,42,29,0,61,43,80,22,97,0,64,0,0,0,13
SN,CS,indriya,574,44,28,0,62,44,78,22,97,0,64,0,0,0,12
SN,CS,indriya,575,44,27,0,62,45,79,21,97,0,64,0,0,0,12
SN,CS,indriya,576,43,26,0,62,46,78,21,97,0,66,0,0,0,12
SN,CS,indriya,577,42,25,0,62,46,80,22,97,0,65,0,0,0,12
SN,CS,indriya,578,42,26,0,61,46,80,22,96,0,65,0,0,0,13
SN,CS,indriya,579,41,25,0,61,44,81,23,97,0,66,0,0,0,13
SN,CS,indriya,580,42,24,0,61,45,78,24,97,0,67,0,0,0,13
SN,CS,indriya,581,43,24,0,60,44,79,25,97,0,65,0,0,0,14
SN,CS,indriya,582,44,24,0,60,44,78,27,97,0,63,0,0,0,14
SN,CS,indriya,583,45,24,0,59,42,76,27,97,0,66,0,0,0,15
SN,CS,indriya,584,45,25,0,59,42,75,26,98,0,66,0,0,0,15
SN,CS,indriya,585,44,25,0,59,41,76,25,99,0,67,0,0,0,15
SN,CS,indriya,586,43,25,0,59,39,77,26,99,0,68,0,0,0,15
SN,CS,indriya,587,43,25,0,59,38,78,27,99,0,67,0,0,0,15
SN,CS,indriya,588,44,25,0,59,38,76,27,99,0,68,0,0,0,15
SN,CS,indriya,589,43,26,0,59,38,76,28,98,0,68,0,0,0,15
SN,CS,indriya,590,44,26,0,59,37,76,28,98,0,68,0,0,0,15
SN,CS,indriya,591,43,25,0,60,38,77,27,98,0,69,0,0,0,14
SN,CS,indriya,592,44,25,0,59,38,74,27,98,0,71,0,0,0,15
SN,CS,indriya,593,44,25,0,59,37,76,27,97,0,71,0,0,0,15
SN,CS,indriya,594,45,25,0,59,38,75,27,96,0,71,0,0,0,15
SN,CS,indriya,595,46,25,0,58,39,73,26,96,0,72,0,0,0,16
SN,CS,indriya,596,46,25,0,58,38,72,27,97,0,72,0,0,0,16
SN,CS,indriya,597,45,25,0,58,37,73,27,97,0,73,0,0,0,16
SN,CS,indriya,598,45,25,0,59,35,73,27,98,0,74,0,0,0,15
SN,CS,indriya,599,45,26,0,58,34,72,26,98,0,76,0,0,0,16
SN,CS,indriya,600,46,26,0,57,34,72,26,98,0,75,0,0,0,17
SN,CS,indriya,601,46,26,0,56,34,72,26,96,0,77,0,0,0,18
SN,CS,indriya,602,46,26,0,56,37,71,25,96,0,76,0,0,0,18
SN,CS,indriya,603,45,26,0,57,38,71,25,97,0,75,0,0,0,17
SN,CS,indriya,604,45,26,0,57,37,71,25,96,0,77,0,0,0,17
SN,CS,indriya,605,44,27,0,56,36,72,25,95,0,78,0,0,0,18
SN,CS,indriya,606,44,25,0,56,35,73,25,95,0,80,0,0,0,18
SN,CS,indriya,607,43,25,0,56,36,74,26,94,0,79,0,0,0,18
SN,CS,indriya,608,44,26,0,56,36,74,26,94,0,77,0,0,0,18
SN,CS,indriya,609,44,25,0,55,36,76,27,94,1,75,0,0,0,18
SN,CS,indriya,610,44,25,0,55,37,76,27,94,1,74,0,0,0,18
SN,CS,indriya,611,44,24,0,55,37,77,27,94,1,74,0,0,0,18
SN,CS,indriya,612,45,24,0,55,37,78,26,95,1,72,0,0,0,18
SN,CS,indriya,613,45,26,0,55,38,76,26,95,1,71,0,0,0,18
SN,CS,indriya,614,45,27,0,55,37,75,26,95,1,72,0,0,0,18
SN,CS,indriya,615,45,28,0,55,36,76,27,93,1,72,0,0,0,18
SN,CS,indriya,616,46,28,0,55,35,77,27,93,1,71,0,0,0,18
SN,CS,indriya,617,46,28,0,55,35,79,28,93,1,68,0,0,0,18
SN,CS,indriya,618,46,29,0,55,36,78,26,93,1,69,0,0,0,18
SN,CS,indriya,619,45,29,0,56,35,80,26,93,1,69,0,0,0,17
SN,CS,indriya,620,45,27,0,56,35,79,27,93,1,71,0,0,0,17
SN,CS,indriya,621,45,27,0,56,35,80,26,93,1,71,0,0,0,17
SN,CS,indriya,622,45,27,0,57,35,81,26,92,1,71,0,0,0,16
SN,CS,indriya,623,44,28,0,57,35,81,26,93,1,70,0,0,0,16
SN,CS,indriya,624,45,28,0,56,35,79,27,94,1,69,0,0,0,17
SN,CS,indriya,625,44,28,0,56,35,79,27,94,1,70,0,0,0,17
SN,CS,indriya,626,43,28,0,56,35,78,27,96,1,70,0,0,0,17
SN,CS,indriya,627,42,28,0,56,35,80,27,95,1,70,0,0,0,17
SN,CS,indriya,628,42,29,0,56,36,80,26,94,1,70,0,0,0,17
SN,CS,indriya,629,42,29,0,56,37,79,25,94,1,71,0,0,0,17
SN,CS,indriya,630,41,28,0,55,39,79,25,94,1,71,0,0,0,18
SN,CS,indriya,631,41,28,0,55,40,77,25,94,1,72,0,0,0,18
SN,CS,indriya,632,42,27,0,55,40,76,25,94,1,73,0,0,0,18
SN,CS,indriya,633,42,28,0,56,41,74,24,93,1,75,0,0,0,17
SN,CS,indriya,634,41,29,0,55,41,75,24,93,1,74,0,0,0,18
SN,CS,indriya,635,39,29,0,54,40,76,25,93,1,75,0,0,0,19
SN,CS,indriya,636,39,30,0,53,40,75,26,92,1,75,0,0,0,20
SN,CS,indriya,637,37,32,0,53,40,75,26,92,1,75,0,0,0,20
SN,CS,indriya,638,38,31,0,53,40,74,25,93,1,76,0,0,0,20
SN,CS,indriya,639,39,31,0,54,41,73,25,93,1,75,0,0,0,19
SN,CS,indriya,640,40,30,0,53,42,71,25,92,1,77,0,0,0,20
SN,CS,indriya,641,40,31,0,53,42,71,25,92,1,76,0,0,0,20
SN,CS,indriya,642,38,31,0,53,44,70,26,92,1,76,0,0,0,20
SN,CS,indriya,643,40,30,0,54,45,68,24,92,1,76,0,0,0,20
SN,CS,indriya,644,41,29,0,54,46,67,25,91,1,76,0,0,0,20
SN,CS,indriya,645,41,29,0,54,46,66,25,91,1,77,0,0,0,20
SN,CS,indriya,646,41,29,0,54,46,65,26,91,1,77,0,0,0,20
SN,CS,indriya,647,41,29,0,54,45,67,26,91,1,76,0,0,0,20
SN,CS,indriya,648,41,29,0,54,45,69,24,91,1,76,0,0,0,20
SN,CS,indriya,649,39,29,0,54,44,71,24,91,1,77,0,0,0,20
SN,CS,indriya,650,40,31,0,53,43,70,24,91,1,76,0,0,0,21
SN,CS,indriya,651,40,32,0,52,42,70,24,91,1,76,0,0,0,22
SN,CS,indriya,652,40,33,0,51,42,69,23,91,1,77,0,0,0,23
SN,CS,indriya,653,41,32,0,52,42,67,24,91,1,78,0,0,0,22
SN,CS,indriya,654,41,32,0,52,43,67,23,90,1,79,0,0,0,22
SN,CS,indriya,655,40,33,0,52,42,68,23,90,1,79,0,0,0,22
SN,CS,indriya,656,39,33,0,53,42,67,23,90,1,81,0,0,0,21
SN,CS,indriya,657,38,33,0,52,43,68,22,90,1,81,0,0,0,22
SN,CS,indriya,658,38,33,0,53,44,69,22,90,1,79,0,0,0,21
SN,CS,indriya,659,38,32,0,53,45,70,22,89,1,79,0,0,0,21
SN,CS,indriya,660,39,32,0,53,45,71,22,88,1,78,0,0,0,21
SN,CS,indriya,661,40,33,0,53,46,71,21,88,1,76,0,0,0,21
SN,CS,indriya,662,41,33,0,53,46,70,20,88,1,77,0,0,0,21
SN,CS,indriya,663,41,33,0,53,46,70,20,88,1,77,0,0,0,21
SN,CS,indriya,664,42,32,0,53,46,68,21,88,1,78,0,0,0,21
SN,CS,indriya,665,42,32,0,53,47,67,21,89,1,77,0,0,0,21
SN,CS,indriya,666,42,32,0,52,46,67,22,88,2,79,0,0,0,21
SN,CS,indriya,667,41,33,0,53,46,69,22,88,2,77,0,0,0,20
SN,CS,indriya,668,41,32,0,52,48,69,22,91,2,76,0,0,0,20
SN,CS,indriya,669,40,32,0,51,49,69,23,94,2,75,0,0,0,20
